Distance	CoexpressionScore
91.887720	1.300000
52.487068	1.400000
84.249579	1.200000
86.072797	1.200000
117.382906	1.100000
131.107579	1.100000
87.726618	1.300000
110.235913	1.000000
56.839931	1.400000
51.295775	1.000000
74.436314	0.600000
72.170127	1.300000
23.029568	0.700000
76.886641	1.000000
74.910279	0.400000
96.592255	1.100000
24.187528	1.000000
74.111905	1.100000
66.764241	1.800000
76.391289	0.800000
74.408501	1.200000
70.005270	1.700000
59.605443	1.300000
51.513885	1.500000
99.593177	1.400000
51.689024	1.200000
23.059366	0.900000
73.878314	1.400000
57.587685	1.000000
115.870069	0.400000
112.803183	0.600000
101.886081	1.100000
102.872771	1.600000
38.324026	1.100000
103.108160	1.500000
109.263871	0.500000
98.266780	0.700000
47.297239	0.900000
73.266561	0.600000
122.512353	0.800000
74.251880	1.300000
67.526307	1.300000
15.706934	1.800000
102.975085	1.200000
30.685246	2.200000
67.713705	1.200000
107.588463	0.500000
75.753286	0.800000
39.961549	1.000000
32.607014	0.900000
18.241521	1.600000
71.278960	0.800000
71.515009	0.800000
27.340305	1.300000
25.113274	0.600000
93.679918	0.500000
53.319819	1.000000
40.562874	1.100000
31.114761	1.200000
89.624895	1.400000
101.919631	0.800000
95.293780	1.000000
78.072840	1.100000
134.158332	1.100000
49.241943	0.500000
47.186676	0.600000
67.069603	0.700000
81.272612	1.300000
114.294059	0.700000
18.998050	0.500000
67.187673	1.400000
30.009690	1.400000
69.349199	1.000000
107.444960	1.400000
91.673999	0.600000
67.095781	0.900000
84.963845	0.600000
106.961249	0.600000
17.145938	1.200000
90.843513	1.100000
94.855446	1.200000
100.783150	1.300000
115.762114	0.700000
101.309834	1.100000
62.444541	0.600000
73.051837	1.600000
106.380905	1.300000
35.501549	1.000000
72.076443	1.300000
16.633715	1.700000
171.493583	1.400000
77.536715	1.000000
40.330413	0.700000
61.393313	0.700000
43.993104	0.700000
83.564383	1.700000
49.817867	0.800000
54.983409	0.600000
46.296106	0.700000
18.293147	1.300000
110.034217	0.300000
137.192665	1.700000
82.013865	0.500000
101.089189	0.900000
76.234081	0.400000
137.029782	1.500000
112.769379	0.400000
82.740186	0.800000
116.144479	3.100000
133.767735	1.100000
35.455863	0.700000
73.714537	0.400000
73.475378	1.600000
85.474605	0.700000
56.406724	1.000000
38.592336	0.600000
30.915227	1.200000
61.061333	1.000000
84.431336	1.500000
98.913146	1.400000
72.823408	1.200000
26.547798	1.400000
105.767754	1.100000
60.104881	0.700000
21.059643	1.200000
69.620814	0.900000
87.560074	1.600000
126.816954	0.700000
64.741839	0.700000
85.800108	0.500000
83.445030	1.200000
77.667621	1.300000
54.462153	1.000000
95.952535	1.200000
120.469882	0.600000
105.282238	1.500000
79.867904	0.600000
38.537881	1.100000
59.130706	1.100000
123.520201	0.900000
69.871401	0.700000
58.465981	0.500000
118.956815	1.400000
74.606975	0.600000
70.935729	1.300000
20.554847	2.700000
68.201814	1.500000
68.156897	2.500000
85.067414	1.100000
88.769426	1.100000
49.457551	0.800000
65.367658	1.400000
118.083975	1.300000
52.301862	0.900000
58.439307	0.900000
76.162633	0.700000
93.429892	1.200000
97.280939	1.200000
64.569259	1.600000
68.027252	1.200000
33.541031	1.400000
123.882631	0.900000
68.768274	1.500000
99.630432	0.900000
53.604099	1.600000
105.015873	1.200000
65.675194	1.100000
90.217793	1.000000
126.776768	0.700000
71.105632	0.700000
77.318996	0.800000
17.241639	1.500000
115.213924	1.600000
121.970397	0.500000
24.413687	1.600000
119.778480	0.700000
88.339673	1.300000
56.297005	0.800000
144.011545	1.100000
91.243850	1.600000
95.326835	0.700000
80.279696	0.700000
103.788894	1.500000
29.350432	2.100000
24.502464	0.800000
83.777135	1.500000
101.584128	1.000000
48.726627	0.900000
102.413872	1.800000
25.729733	1.800000
96.569364	1.600000
113.719322	1.300000
75.756070	1.300000
41.925710	0.900000
81.486340	0.400000
78.301854	1.500000
180.708090	1.200000
37.176011	1.300000
96.469407	0.500000
90.076784	1.100000
62.816878	1.400000
35.882219	0.500000
95.879342	1.200000
27.369304	1.200000
16.934480	1.000000
31.459240	1.100000
112.001412	1.400000
127.441608	1.600000
43.498142	0.900000
137.538007	1.100000
33.435207	1.200000
51.548104	1.000000
71.566872	1.300000
88.439103	1.300000
87.910880	0.900000
94.300459	0.700000
61.020758	1.100000
56.148727	0.900000
28.442583	0.900000
7.813029	0.400000
90.725877	0.700000
61.980463	0.700000
143.267908	1.400000
45.917294	0.900000
92.865817	1.100000
99.120259	0.900000
102.944723	0.500000
114.613199	1.200000
30.147716	0.800000
69.749641	0.800000
82.613189	0.800000
66.841911	1.100000
69.878189	0.800000
94.461870	0.500000
50.413977	1.500000
70.155303	1.400000
73.388611	1.300000
95.840413	1.300000
112.673375	0.700000
84.685910	1.500000
107.701661	0.800000
51.183937	0.600000
62.089970	0.700000
84.150986	0.400000
106.170589	0.600000
132.054771	0.500000
68.776123	1.000000
79.329400	0.600000
125.041223	0.800000
44.266717	0.700000
82.239885	1.600000
68.520275	1.300000
104.159093	0.500000
96.651280	0.600000
86.367517	0.500000
40.862384	1.100000
142.599799	1.600000
92.139799	1.300000
24.069904	1.400000
52.396890	0.800000
62.296116	0.800000
118.280203	0.700000
72.768864	1.200000
79.029574	1.000000
98.878720	1.500000
91.075986	1.200000
76.884174	1.100000
97.990749	1.200000
16.577795	0.500000
58.841856	0.600000
74.420383	1.000000
37.946788	1.400000
105.703161	0.600000
105.981995	1.300000
111.046149	0.600000
83.118542	0.400000
163.027610	1.600000
64.467881	0.800000
76.650032	0.600000
118.713683	1.200000
123.479481	0.600000
106.048332	0.600000
96.577992	0.700000
101.608221	1.500000
21.618226	1.600000
92.559708	0.600000
91.069738	0.900000
70.479216	0.700000
118.291209	0.400000
96.826524	1.600000
83.337347	0.800000
15.921807	0.600000
54.293284	1.100000
53.057460	1.500000
76.105857	0.600000
106.857879	0.400000
50.828260	0.500000
48.797549	0.700000
89.197464	1.600000
90.271490	1.200000
86.577064	0.900000
86.364232	0.400000
57.460570	1.200000
122.708818	1.300000
106.397386	1.200000
48.282541	1.000000
102.122963	1.000000
66.189168	0.700000
34.576839	0.900000
91.796314	1.200000
96.161839	1.200000
96.802600	1.600000
46.604055	0.500000
36.652617	0.900000
107.133999	1.500000
80.781717	0.600000
96.364557	0.500000
27.374817	0.500000
63.581923	0.600000
156.496664	1.200000
21.608627	1.900000
122.652480	1.000000
90.352784	0.800000
115.189596	0.900000
60.267671	0.600000
74.422384	0.900000
72.739895	1.500000
108.274581	0.700000
126.577878	0.800000
126.873266	1.400000
92.131725	1.200000
77.892140	1.400000
71.315397	2.000000
59.256243	1.200000
72.332520	2.300000
71.620871	0.700000
65.153278	1.600000
38.414577	0.500000
69.577622	1.000000
103.543829	1.000000
59.218566	1.300000
56.709919	0.500000
95.129033	1.100000
88.682882	1.200000
98.994379	0.700000
116.258196	0.800000
99.197185	0.900000
72.597964	0.500000
59.976394	0.700000
81.121709	0.800000
88.050832	0.600000
75.374389	1.200000
88.865318	1.200000
58.034653	0.700000
1.478301	1.600000
54.743380	1.100000
36.881403	1.300000
124.378733	1.200000
81.462347	1.400000
62.551509	1.200000
35.122971	1.400000
74.346409	1.000000
47.294117	0.900000
83.963286	0.800000
37.097878	0.700000
68.772099	1.500000
84.954565	0.500000
107.944706	0.700000
85.287798	1.400000
130.162688	0.500000
48.686813	1.000000
91.947681	1.400000
28.636383	0.900000
24.849521	1.000000
80.862059	0.800000
3.747216	0.900000
42.945529	1.100000
52.010830	0.800000
91.558176	1.500000
152.081195	0.500000
58.377898	0.500000
94.626689	1.000000
89.943417	1.200000
24.738854	1.200000
70.409561	0.600000
102.032098	0.500000
33.818972	0.500000
12.674371	0.800000
159.628689	1.300000
92.193039	1.300000
94.495979	0.600000
62.543785	1.000000
104.925203	1.000000
110.847704	1.200000
82.101113	1.100000
62.043518	0.900000
41.430812	1.200000
97.227218	1.200000
55.122288	0.900000
110.286592	1.000000
107.358555	1.400000
73.455219	0.900000
128.035297	0.800000
88.440171	1.000000
85.060337	0.500000
54.750048	1.400000
84.592823	0.300000
68.399179	1.300000
53.389476	1.800000
107.382060	0.700000
21.914595	1.400000
97.008708	1.100000
95.539986	1.100000
135.009378	0.800000
87.518430	1.700000
49.513337	1.100000
88.354797	1.200000
74.631975	0.900000
129.591434	1.200000
89.542227	0.700000
117.234333	0.600000
59.441921	1.100000
118.935230	1.100000
54.450177	1.200000
87.425331	0.600000
58.621839	1.400000
49.062188	1.400000
52.738688	0.900000
47.029898	0.600000
87.503912	0.900000
101.642583	0.500000
98.654544	1.100000
87.166578	1.200000
45.597873	0.500000
65.017481	1.000000
96.527103	0.800000
81.789904	0.500000
18.163066	1.000000
21.973315	1.000000
41.253415	1.100000
79.648626	1.000000
101.811567	0.500000
65.097026	1.000000
133.379115	1.500000
68.994431	0.700000
112.965827	0.800000
104.121829	0.700000
92.864001	1.300000
66.990249	1.000000
28.398642	0.700000
107.491554	1.800000
97.188848	1.500000
70.231135	0.900000
41.071695	1.100000
37.149302	0.700000
105.675389	1.800000
114.144217	0.300000
59.930772	1.200000
27.411241	1.600000
61.709459	1.300000
109.931619	0.900000
109.786813	1.100000
50.675446	0.800000
27.993224	0.600000
29.446677	1.400000
143.118629	0.500000
74.192648	1.000000
16.348169	1.500000
94.073386	0.500000
45.491907	0.600000
66.622749	1.700000
69.229391	0.800000
115.928931	0.500000
101.444805	0.600000
86.320714	0.500000
115.369584	1.200000
119.534198	1.100000
36.208898	0.900000
102.502476	1.100000
41.833271	0.500000
88.776257	0.500000
78.587642	0.600000
54.200735	1.300000
68.992845	1.100000
84.289025	0.500000
31.843662	0.900000
73.588372	0.600000
70.442011	1.100000
56.214009	1.100000
51.493190	0.600000
75.123764	1.000000
89.077441	1.000000
121.187599	1.300000
63.471366	0.700000
125.094717	0.700000
63.969338	1.500000
49.426212	1.300000
35.227997	1.100000
73.682786	0.800000
94.951751	1.100000
86.457633	1.400000
81.301120	1.400000
97.218199	0.900000
90.523965	1.200000
34.154934	0.800000
107.831506	1.400000
48.455173	0.600000
53.743295	1.600000
42.812488	1.000000
91.292444	1.000000
39.153779	1.300000
76.978856	1.000000
35.843906	2.000000
74.566865	1.800000
89.841766	1.200000
47.173764	1.100000
70.282954	0.600000
70.162103	0.900000
96.080655	1.300000
67.630737	0.600000
100.505712	0.700000
95.090995	0.700000
41.041673	0.400000
74.706259	0.600000
56.043818	0.800000
69.034019	1.500000
81.162357	1.000000
125.905215	0.500000
55.629301	1.000000
145.059949	0.600000
122.264473	1.600000
12.881100	1.200000
66.057081	0.000000
72.586792	1.400000
84.091364	0.600000
132.435796	0.300000
37.258166	0.400000
61.867487	1.200000
75.511444	1.500000
31.900129	1.800000
72.134218	2.200000
61.498949	1.300000
82.588939	0.700000
47.770640	1.800000
132.897176	0.600000
107.300366	1.100000
72.649091	1.100000
74.211413	1.300000
53.193951	0.700000
35.985424	0.600000
76.996178	1.900000
63.178177	0.300000
40.688309	1.100000
45.055089	1.400000
61.442567	1.500000
57.592225	0.700000
110.247866	1.500000
64.175542	1.600000
64.524150	1.000000
27.902885	1.300000
94.336796	1.400000
67.932091	0.500000
101.756277	0.900000
86.700450	0.800000
58.976462	1.100000
71.249808	0.800000
93.391961	1.100000
95.390153	1.700000
63.123163	1.400000
102.881064	1.000000
46.264107	1.300000
48.205406	0.600000
61.918957	1.200000
50.661227	0.600000
82.859016	1.400000
106.023482	0.900000
97.038443	0.800000
36.273050	0.900000
58.301638	0.800000
116.983347	1.600000
93.223257	1.600000
78.095142	1.100000
91.294668	1.700000
45.906275	1.000000
78.111899	0.700000
86.243879	0.400000
156.141371	1.200000
109.990540	0.500000
96.660804	0.700000
88.648983	1.300000
49.747768	0.700000
61.751339	2.300000
63.161976	0.800000
73.409849	1.600000
73.533862	1.000000
81.518031	0.400000
93.560720	1.500000
90.248963	1.400000
146.050294	1.400000
108.434044	1.200000
74.750583	1.300000
72.108308	0.900000
113.000320	0.500000
132.672542	1.100000
91.208003	1.200000
77.910832	2.300000
42.867036	2.600000
65.833040	0.500000
107.170366	1.200000
22.268605	1.500000
99.583814	1.300000
25.148888	1.100000
40.097376	1.200000
54.077172	0.500000
43.900613	0.700000
130.440067	0.900000
54.144218	1.400000
61.942366	1.400000
39.373090	1.100000
112.816984	0.700000
102.336061	0.800000
119.421963	2.200000
94.038276	1.500000
96.978041	1.900000
43.428825	0.900000
61.072781	0.500000
38.179666	1.100000
122.491113	0.800000
43.099798	0.500000
102.504980	1.200000
63.249720	1.000000
86.992636	0.800000
73.955463	0.900000
97.159376	0.500000
71.411767	1.500000
90.655066	1.800000
94.950482	0.800000
65.155498	0.500000
70.738579	1.200000
81.913573	1.200000
32.620716	0.800000
170.410113	0.800000
18.460449	0.900000
85.714979	2.200000
18.103903	1.200000
82.671223	1.000000
22.449330	1.000000
48.733481	0.000000
132.785538	1.200000
118.218739	0.500000
178.407987	1.400000
83.969594	1.000000
71.152424	1.100000
81.204479	1.700000
102.648604	1.000000
95.209756	0.600000
48.270263	1.300000
103.988400	0.600000
31.482627	0.800000
115.632616	0.600000
73.109296	1.800000
53.778375	0.800000
60.585236	0.700000
150.314224	1.400000
58.781291	0.800000
79.521804	0.600000
83.489563	1.200000
109.263624	0.700000
76.677156	0.700000
90.972933	1.200000
70.082653	1.100000
45.236490	1.200000
70.941684	0.600000
59.061724	1.500000
65.251468	0.600000
37.846666	0.600000
96.072165	3.000000
105.754766	0.800000
84.469964	1.500000
63.258939	1.200000
81.417275	0.800000
71.018754	0.400000
65.741705	1.200000
88.497316	0.800000
54.726549	0.700000
109.566692	0.800000
107.930021	1.200000
57.966040	0.700000
14.302328	1.800000
52.226778	1.400000
89.128591	1.200000
115.042472	1.200000
24.454679	0.500000
175.377015	0.600000
123.594723	1.200000
85.956467	1.400000
62.996760	1.300000
177.413277	0.600000
103.960631	2.700000
147.297559	0.800000
87.217768	0.800000
63.260727	0.700000
22.520285	1.100000
68.104142	1.000000
47.922518	0.500000
9.628925	1.200000
72.388313	0.700000
127.567092	1.100000
115.293503	1.300000
105.488117	0.500000
71.486150	1.400000
137.369887	0.800000
51.513565	0.400000
82.585911	1.200000
82.028055	0.800000
12.332123	1.600000
74.120906	1.700000
7.090608	1.000000
68.105086	1.300000
49.676545	1.000000
48.979143	0.400000
80.369123	1.300000
94.447896	1.200000
128.586502	1.000000
68.396269	0.800000
44.509547	1.600000
131.026256	0.600000
125.443035	1.200000
98.510884	0.800000
18.527797	1.200000
93.657210	1.000000
81.500588	1.100000
104.588561	1.100000
47.450920	1.600000
58.745654	1.000000
68.978888	0.900000
71.386745	1.600000
84.805922	1.100000
58.345308	0.900000
91.471406	1.100000
89.954033	1.400000
103.147661	1.700000
82.855230	1.200000
39.467346	0.900000
45.195634	0.800000
99.072859	0.800000
61.990315	1.000000
76.269789	0.600000
98.078717	1.400000
103.447340	1.200000
59.365524	0.300000
75.525781	1.400000
66.133630	1.100000
95.750520	0.900000
119.070365	0.600000
102.956418	0.600000
121.578978	0.600000
79.429041	1.300000
24.619109	0.900000
53.534915	1.400000
15.996319	0.900000
134.166499	1.500000
65.512051	0.800000
88.032351	0.700000
105.824232	0.500000
34.718486	1.200000
78.842042	0.700000
64.995771	0.900000
35.339011	1.400000
7.650596	1.100000
111.846873	0.600000
147.681577	0.500000
80.671220	1.000000
83.363158	0.800000
98.584723	1.500000
114.095780	0.600000
81.290923	0.700000
56.804581	0.900000
54.353081	0.400000
88.986951	1.100000
61.606906	1.200000
66.755353	0.800000
95.810881	1.000000
62.594057	0.500000
95.732534	0.800000
94.355130	1.800000
114.648007	1.200000
52.941975	1.100000
51.508652	0.800000
87.172261	1.100000
53.872238	2.200000
29.639529	1.200000
93.228614	3.000000
47.096366	1.500000
82.202356	0.600000
51.455082	0.900000
71.321944	0.800000
128.910744	0.600000
37.180539	0.900000
64.780280	1.100000
104.420804	1.100000
108.384183	1.300000
118.159609	0.500000
40.268034	0.500000
87.993889	1.900000
34.157857	1.900000
105.131878	0.600000
66.613846	0.600000
97.023636	0.600000
92.018318	0.300000
67.805673	1.300000
35.064099	1.000000
55.529459	0.800000
55.110411	0.500000
111.255629	0.700000
63.699115	1.000000
90.860017	1.600000
27.390104	0.600000
70.321299	1.800000
42.126838	1.600000
102.000097	0.400000
27.443769	1.800000
75.713970	1.400000
121.703973	1.200000
44.211108	1.300000
83.979217	0.800000
69.206935	2.300000
51.430194	1.100000
55.129841	1.700000
167.946179	1.800000
51.235624	0.700000
37.670636	1.200000
86.091531	0.600000
68.748947	1.800000
124.347169	0.800000
100.546665	1.300000
63.617244	0.600000
39.223011	1.100000
128.966155	0.500000
97.916293	1.600000
54.987708	1.300000
82.403634	0.500000
95.534070	1.000000
18.500876	1.000000
89.630698	1.200000
40.544269	1.500000
122.275490	0.600000
121.005936	1.700000
60.524824	3.500000
100.242570	0.400000
26.209507	0.700000
152.440842	0.600000
56.937559	2.300000
75.113252	0.600000
114.940639	0.600000
101.134045	0.600000
80.488568	1.100000
26.187246	1.400000
48.227911	1.100000
52.100661	0.900000
16.658102	1.500000
63.032876	1.000000
155.833432	1.300000
27.268648	1.400000
34.827749	1.300000
127.125544	0.700000
97.961973	1.400000
66.592151	1.400000
97.532539	0.800000
97.326154	0.500000
61.253794	1.600000
86.407779	0.900000
105.797026	1.200000
82.026085	1.100000
111.485041	1.400000
56.717264	0.800000
69.385137	0.900000
120.649368	0.500000
69.930985	1.000000
80.261232	0.900000
90.734771	1.000000
78.064086	1.400000
54.501736	1.200000
75.973913	1.300000
43.843033	1.400000
81.215274	1.400000
49.590298	0.700000
114.993154	2.000000
77.217877	0.600000
29.428807	0.700000
81.115377	1.400000
66.228584	0.600000
83.380102	1.200000
53.505047	1.500000
123.247805	1.700000
39.777638	0.800000
97.076162	0.600000
25.242577	1.000000
107.066141	1.000000
82.765074	2.200000
95.466236	0.900000
104.719769	1.600000
106.566639	1.600000
87.980134	0.900000
53.339944	0.900000
53.811902	0.700000
67.082755	1.300000
73.230750	0.700000
90.329603	1.100000
37.349566	1.100000
41.824766	0.600000
93.415553	0.800000
119.181645	0.600000
112.484027	1.100000
111.673114	0.800000
81.801817	0.600000
126.581642	1.100000
66.451078	1.600000
84.049712	0.500000
112.145727	1.000000
34.687886	0.700000
26.183584	1.800000
85.999715	1.700000
151.927633	1.200000
70.070038	0.500000
71.663159	1.100000
40.221302	1.800000
96.516532	1.100000
88.564742	0.800000
126.142717	0.800000
106.210104	1.000000
52.904278	1.200000
78.172098	0.900000
83.364293	1.400000
55.875489	0.500000
67.603342	1.100000
54.746525	2.200000
117.337797	0.600000
122.353632	1.400000
70.536160	1.100000
127.102469	0.700000
149.035159	0.500000
59.014770	1.300000
85.708793	0.400000
17.804318	0.600000
117.536716	0.800000
75.142873	0.700000
131.794173	1.000000
86.655944	1.000000
72.431197	0.700000
114.675754	1.100000
43.173071	1.600000
98.853137	1.100000
87.901671	0.800000
56.832876	1.300000
39.316602	1.200000
86.591930	0.800000
55.149685	1.000000
70.056682	0.800000
92.517978	1.000000
50.336986	0.800000
171.678245	1.500000
52.628328	1.400000
48.622644	0.600000
61.060735	0.800000
135.086845	0.500000
109.207835	0.700000
73.664182	0.300000
50.241332	1.400000
73.695954	1.700000
90.219609	1.700000
80.404709	0.400000
96.188355	1.200000
86.703214	0.000000
127.884155	1.100000
38.036382	1.200000
51.392510	0.900000
105.999288	0.900000
56.395121	0.500000
105.304452	0.900000
107.251960	1.000000
81.296430	0.900000
98.960346	0.700000
148.479892	1.200000
162.902190	1.400000
106.339796	1.200000
60.668790	0.600000
54.261867	0.500000
96.004812	1.400000
34.694368	1.300000
59.990618	1.500000
128.016551	0.800000
46.550732	1.400000
100.097104	1.300000
96.323989	0.600000
24.993081	0.600000
21.409725	1.400000
90.774869	1.300000
91.412762	1.800000
48.103944	0.400000
49.012423	1.200000
89.907000	1.100000
96.753515	1.300000
91.369113	1.000000
74.748277	0.500000
74.568286	1.300000
131.417261	0.300000
90.010469	0.900000
153.445803	1.400000
78.747262	1.300000
39.650636	0.400000
102.746416	1.300000
86.240125	0.900000
90.723914	1.100000
41.307314	0.500000
95.275472	1.000000
88.360391	0.700000
102.990099	0.600000
43.478801	0.900000
60.574216	0.600000
88.754152	1.500000
90.473609	0.900000
67.232201	0.500000
97.000900	1.100000
73.720053	1.300000
83.384751	1.500000
119.539336	1.000000
63.056815	1.800000
108.049901	1.000000
61.978358	0.700000
47.122949	0.500000
112.797437	0.800000
99.975912	1.300000
94.158832	0.600000
85.151338	0.000000
117.934113	1.200000
103.559158	0.600000
79.795690	1.500000
99.641757	1.700000
88.106414	0.800000
127.602663	1.600000
129.269878	1.100000
33.310189	1.200000
112.875964	0.600000
24.766606	0.500000
85.116977	1.600000
84.427557	0.700000
113.663484	0.600000
48.270542	1.300000
21.977807	1.300000
61.033592	1.100000
79.862095	0.500000
60.423946	1.200000
17.935595	1.100000
44.727795	1.400000
29.512927	1.400000
23.653142	0.900000
91.835098	1.000000
97.304338	0.800000
102.019980	0.500000
78.788030	0.600000
77.029683	0.500000
83.746688	1.100000
82.391951	1.000000
96.364154	0.000000
8.351005	1.400000
64.658702	1.600000
34.374685	1.000000
136.396667	1.100000
79.486408	1.100000
35.396934	0.600000
65.027494	0.900000
55.212119	1.500000
88.120247	0.600000
28.265389	0.900000
21.049569	0.600000
67.284444	1.100000
39.531726	1.200000
108.595797	1.700000
48.104954	1.200000
78.424189	0.900000
121.980295	0.700000
103.029829	1.300000
50.896516	1.800000
175.870400	1.500000
70.786176	1.200000
50.426014	1.200000
67.474067	0.500000
71.483636	1.200000
34.289798	2.000000
71.526941	0.700000
77.181306	0.800000
58.297809	0.900000
62.586569	1.100000
105.396280	0.000000
67.072471	1.300000
85.558302	1.300000
31.931296	1.100000
132.626240	1.400000
98.638429	1.500000
119.688507	0.500000
63.781812	1.100000
81.799681	0.800000
57.125249	0.500000
80.625712	0.400000
34.421732	0.200000
113.538295	0.600000
101.759662	0.400000
41.606625	0.800000
189.794797	0.500000
76.420413	0.500000
83.970222	1.300000
36.889319	0.500000
23.832453	0.800000
102.409943	1.700000
130.896667	1.000000
87.205234	0.400000
104.260745	1.000000
103.472095	0.900000
28.350105	1.400000
71.240908	1.400000
56.528501	1.500000
36.371920	1.500000
40.882781	0.500000
97.999077	0.800000
107.902830	0.900000
96.025648	0.800000
99.524199	1.500000
99.677744	1.400000
57.382442	1.200000
30.632220	1.000000
111.314757	0.000000
78.332238	0.500000
58.627301	1.300000
74.852594	0.500000
67.033960	1.400000
123.317178	0.600000
54.427706	0.500000
39.839207	1.400000
79.320006	1.200000
70.211751	0.700000
132.617981	1.000000
95.273205	1.100000
107.737696	0.700000
112.176333	0.500000
80.909976	1.800000
50.722192	0.900000
83.592569	1.200000
104.300383	0.600000
78.271156	1.600000
1.523336	0.700000
95.517350	1.100000
80.827354	1.000000
50.618830	1.000000
62.532304	0.400000
162.297575	1.500000
104.302866	1.000000
45.242232	0.800000
72.657695	1.300000
93.641149	0.900000
28.293329	0.600000
116.857405	0.600000
50.081455	1.000000
56.984142	0.700000
52.302757	1.300000
79.294234	0.500000
102.034903	0.900000
47.244143	2.000000
62.944557	1.400000
97.530126	0.600000
80.188168	0.500000
90.925555	1.000000
76.279676	1.200000
63.826775	1.200000
31.926676	0.300000
107.899336	1.200000
35.782777	0.800000
72.655315	1.500000
84.257377	1.700000
59.101516	1.200000
68.913490	1.100000
61.402387	1.200000
75.461040	0.600000
105.927818	1.600000
94.409758	0.600000
57.839519	1.300000
67.572651	2.100000
86.418446	1.600000
73.957198	0.900000
83.765682	1.300000
129.239451	0.900000
128.875670	1.100000
66.558186	0.800000
55.116263	0.600000
104.800057	1.100000
63.743251	1.200000
152.734179	1.200000
34.752348	1.500000
117.318575	0.800000
122.754073	1.300000
51.962283	1.400000
17.630032	0.600000
160.935474	0.600000
134.466931	1.500000
109.902516	1.400000
48.439647	1.000000
85.900654	1.700000
75.224227	1.500000
79.291688	1.100000
36.619732	0.800000
83.147601	0.700000
47.423045	1.500000
84.740368	1.200000
61.261389	1.100000
83.474700	1.400000
56.954668	1.000000
62.224880	2.000000
89.568777	1.800000
45.123152	1.200000
59.677427	1.700000
104.132797	1.400000
66.988929	0.800000
90.074421	0.800000
123.551921	0.300000
88.876607	0.600000
92.706665	1.300000
105.767635	1.400000
84.872566	0.500000
97.207067	0.900000
31.102086	1.000000
23.710843	1.000000
92.609044	1.300000
126.313510	0.500000
100.701847	1.200000
127.643325	1.100000
33.951843	0.900000
128.122846	1.600000
86.808768	0.900000
102.736471	0.000000
120.787552	0.600000
71.743651	0.700000
25.878407	1.400000
70.643731	1.700000
84.170773	0.800000
92.833295	0.400000
58.707294	1.100000
49.011802	1.100000
66.706692	1.200000
49.370959	1.000000
67.341483	1.000000
105.808476	1.100000
74.833515	1.800000
47.020924	1.900000
66.586838	0.000000
102.266601	1.300000
103.181961	0.900000
53.983591	0.600000
67.965856	0.900000
59.182940	0.600000
53.824219	0.500000
94.524326	1.300000
43.730827	1.200000
77.237936	0.900000
79.125156	0.800000
5.724793	1.600000
88.489696	1.300000
63.557664	0.700000
125.100170	0.400000
53.583269	1.300000
94.931333	0.700000
119.032915	1.300000
59.028152	1.100000
95.430681	1.300000
20.511577	1.200000
84.721289	1.300000
54.631674	1.400000
89.074330	1.000000
110.547341	1.000000
109.043844	0.500000
63.187744	0.900000
63.481966	1.300000
46.763655	0.600000
22.052918	1.000000
112.830058	1.100000
66.165776	0.500000
113.796448	0.400000
56.224886	1.500000
68.153101	0.700000
86.893031	1.100000
54.995129	1.200000
79.786697	1.200000
82.955367	0.800000
113.893413	1.800000
29.731856	0.700000
102.336271	1.000000
112.060429	0.800000
80.714056	0.700000
95.967845	1.100000
42.906727	0.500000
53.353661	1.000000
117.005154	0.000000
88.518298	1.300000
84.381463	1.200000
56.451465	1.200000
83.241540	1.200000
78.014629	0.500000
51.439876	0.900000
56.615130	3.500000
31.955490	0.700000
34.867069	1.400000
156.178399	2.300000
53.840708	0.600000
151.236316	0.900000
110.880467	0.500000
65.301158	0.400000
122.860250	1.300000
84.378810	0.500000
39.442025	2.200000
14.135812	0.600000
114.243196	0.600000
96.046219	0.400000
69.156287	1.000000
17.223164	1.100000
97.307956	0.900000
52.506350	1.100000
1.810446	1.300000
51.704407	0.600000
61.520788	1.400000
82.839481	0.800000
28.520901	1.400000
116.576622	1.200000
94.640167	1.400000
96.607912	1.300000
49.331018	1.900000
152.574610	1.600000
96.595531	1.300000
89.764397	1.400000
77.966191	1.800000
99.308470	1.400000
71.422679	0.800000
103.777589	0.900000
92.908088	0.600000
45.826017	1.600000
133.442490	0.800000
46.632820	2.000000
44.635802	1.600000
66.841402	1.100000
55.890445	0.600000
17.668918	1.000000
45.414547	1.300000
58.663718	0.900000
95.419118	0.600000
34.598486	1.100000
137.743732	1.100000
67.806771	1.600000
83.630455	0.500000
94.806175	0.600000
53.438924	1.000000
81.882497	0.900000
126.277230	1.000000
68.327626	1.000000
107.112514	1.500000
56.928764	1.600000
116.257128	1.000000
76.825772	0.800000
36.541711	0.900000
39.215089	0.600000
87.851859	1.700000
87.834698	1.600000
113.300546	1.200000
124.647360	0.600000
105.748549	0.400000
91.804072	0.700000
88.992533	2.400000
62.952960	0.300000
87.904170	1.600000
83.874079	1.300000
47.300436	0.700000
50.784246	0.900000
125.680255	0.900000
101.782184	1.700000
126.702845	0.900000
54.349083	1.000000
127.872383	1.000000
16.280989	1.200000
26.285669	1.000000
87.533996	1.400000
114.879865	1.100000
139.473459	0.700000
66.968690	1.100000
38.391774	0.700000
27.505322	2.000000
102.774505	0.600000
73.445416	1.200000
95.835039	0.500000
104.621109	1.100000
94.098611	1.800000
99.232597	1.200000
