Distance	CoexpressionScore
46.111687	1.200000
115.359077	1.700000
109.779904	1.400000
79.153392	1.100000
90.496921	0.700000
33.973418	0.900000
91.524848	1.400000
102.651369	0.500000
71.275874	0.400000
39.871039	0.800000
72.946679	2.800000
102.715824	1.100000
42.165675	1.400000
111.691699	1.100000
99.129760	0.300000
54.177201	1.300000
47.086289	1.300000
53.054838	0.700000
75.236983	1.300000
76.847153	1.000000
77.053052	1.100000
57.172540	0.900000
49.300220	1.600000
145.033375	0.700000
45.209433	1.000000
61.755263	1.400000
98.240496	1.100000
55.817611	1.100000
79.407442	0.900000
117.319028	1.500000
136.031153	0.900000
99.818759	0.500000
116.967998	0.600000
98.227826	0.500000
75.241572	1.000000
76.571111	0.700000
103.888706	0.600000
156.419521	1.100000
96.353427	1.700000
41.543023	0.500000
67.049082	0.800000
74.201809	0.900000
68.600178	0.900000
88.463907	1.300000
104.159906	1.200000
79.798619	1.200000
92.327570	1.400000
56.892412	1.800000
103.082981	0.900000
115.285645	1.200000
114.446816	0.400000
107.914237	0.500000
68.846578	1.400000
46.604675	1.000000
50.322767	1.000000
80.004634	0.600000
95.437179	1.000000
104.023218	0.900000
102.401307	0.600000
89.050716	0.800000
127.910846	0.600000
89.153079	2.700000
72.806564	1.100000
74.610585	0.000000
73.193521	0.000000
60.109748	1.800000
28.546629	1.300000
97.116844	1.000000
92.471788	0.700000
153.800230	1.300000
130.468038	0.400000
43.163210	0.600000
71.842264	2.100000
78.111282	0.700000
100.074406	1.200000
110.691048	1.000000
110.679168	0.700000
87.988469	0.800000
43.082343	0.800000
101.409308	1.000000
93.173298	0.600000
123.980106	0.600000
55.249798	0.700000
32.690252	0.000000
38.214931	1.400000
115.264555	0.800000
87.033055	1.200000
92.432823	1.700000
94.003655	1.100000
66.096491	0.600000
94.952955	1.400000
84.461791	0.700000
102.562683	0.800000
129.545422	1.000000
68.638528	1.400000
106.870274	0.900000
78.350088	1.100000
95.652257	1.300000
83.059276	1.200000
56.499234	1.200000
81.433032	1.300000
89.515754	0.500000
69.933604	1.200000
81.020903	1.500000
57.137937	0.500000
79.589923	1.200000
94.426770	0.600000
44.175848	0.900000
75.643489	0.900000
53.377646	0.800000
74.067587	1.600000
114.276378	1.000000
153.232201	1.100000
90.584988	0.900000
89.761350	1.600000
82.870128	1.100000
50.162730	0.600000
36.205095	1.600000
45.605692	1.500000
27.627309	1.400000
101.040511	1.600000
86.777018	0.500000
96.910719	0.500000
91.255020	1.200000
104.724145	0.800000
48.625772	0.600000
138.720381	1.500000
58.330264	1.200000
87.648358	1.000000
73.762984	0.600000
79.310180	1.300000
54.851102	1.500000
68.579593	1.300000
94.507172	1.200000
82.927830	0.600000
97.333455	1.000000
123.542465	1.400000
129.613536	4.100000
53.743913	0.500000
163.175806	1.100000
106.026090	1.200000
73.854982	0.800000
77.918976	1.400000
33.252983	0.700000
110.687855	1.900000
80.490527	0.900000
56.082012	0.800000
59.857871	1.200000
133.745861	0.500000
83.871707	0.900000
49.861746	0.700000
61.807455	0.700000
95.147737	1.400000
148.294969	0.500000
137.009994	0.600000
84.565557	1.300000
59.954791	1.200000
124.480258	0.600000
58.278993	1.600000
54.792538	1.300000
55.131593	0.800000
119.028275	5.400000
93.747714	1.300000
100.864090	0.600000
95.266899	0.700000
41.520820	1.000000
114.417476	1.400000
129.463451	1.800000
48.467476	1.300000
19.343185	1.400000
106.890967	0.500000
87.826367	1.700000
95.338739	1.300000
45.089300	0.500000
41.731038	0.700000
43.728125	0.700000
72.610331	0.400000
46.502641	0.800000
112.319189	0.700000
33.382130	1.100000
34.979476	0.700000
72.766026	0.700000
45.770770	0.600000
95.534754	0.600000
92.277971	0.600000
41.186047	1.200000
112.770633	0.900000
98.810290	0.600000
119.763836	1.800000
86.236216	1.400000
52.019796	1.000000
44.036056	1.500000
96.888489	2.900000
109.538118	1.300000
63.834794	1.100000
38.495206	0.600000
37.071470	1.200000
96.303133	1.300000
98.968291	1.300000
67.966342	1.200000
66.828824	0.000000
122.298760	0.800000
95.266856	0.800000
67.682815	1.400000
41.101294	0.700000
105.650463	1.200000
96.077995	1.500000
46.976634	0.900000
115.206623	0.900000
117.086130	0.800000
42.344568	0.800000
44.419238	1.200000
37.888997	1.100000
47.825569	1.200000
93.088421	1.400000
109.708313	1.500000
111.399988	0.900000
71.509062	1.000000
27.571238	2.200000
17.461039	1.300000
78.161211	1.500000
35.978214	0.900000
73.975112	1.100000
75.455967	0.700000
93.848699	0.900000
80.678216	1.300000
45.195447	0.800000
108.621209	0.700000
88.678216	1.200000
111.050110	1.500000
79.029184	0.400000
84.350901	2.600000
86.172498	0.400000
86.098790	1.000000
88.523921	0.800000
48.393154	0.600000
34.512673	1.000000
13.620513	0.700000
82.853642	1.400000
68.107955	0.700000
95.246485	1.300000
79.729940	3.100000
27.031684	1.400000
59.807721	1.700000
110.457182	1.200000
68.271498	1.400000
47.128742	1.600000
69.300268	0.900000
95.618608	1.200000
90.668777	1.200000
108.763791	0.600000
98.761054	0.600000
32.014899	1.200000
82.292980	0.800000
86.448405	2.000000
91.151322	0.300000
55.597430	1.100000
37.262859	0.600000
89.459810	1.000000
130.203332	1.300000
107.192861	0.700000
49.073184	1.300000
86.146630	1.400000
85.901699	1.000000
129.906240	1.200000
56.921086	1.800000
60.635370	2.500000
45.572836	1.500000
98.039661	0.600000
111.005035	1.200000
59.692496	0.700000
39.323574	0.700000
163.444715	1.300000
98.077461	1.400000
138.767115	2.500000
87.062261	0.800000
108.481162	1.800000
85.025527	1.200000
128.992137	1.400000
71.853914	1.000000
104.006486	0.700000
93.734169	0.500000
42.121044	0.500000
48.110718	0.900000
50.159771	1.400000
62.593903	0.600000
109.640941	1.500000
159.388131	3.100000
123.082539	1.500000
88.321861	0.700000
97.007503	0.900000
78.702055	0.400000
98.176197	0.700000
102.252331	1.000000
50.083709	0.700000
67.218600	1.200000
163.505070	1.100000
80.080766	0.900000
99.917742	0.700000
140.387463	1.100000
95.130834	1.200000
41.303493	0.600000
51.564855	1.400000
88.204094	0.800000
60.142721	1.300000
65.148980	0.600000
79.756110	1.200000
88.643727	1.300000
124.271998	0.900000
73.517000	1.300000
86.538763	0.700000
86.903851	0.600000
94.705989	0.500000
48.387895	0.800000
29.984657	1.500000
31.711642	1.600000
93.826821	0.800000
51.770620	0.600000
58.159563	0.400000
42.645051	0.400000
68.791005	1.300000
63.988691	1.000000
64.697494	0.700000
61.529833	1.200000
73.177148	1.000000
115.116295	0.500000
64.992056	2.200000
121.276132	1.200000
92.952342	1.100000
32.969710	1.400000
93.336339	0.500000
78.387568	1.300000
99.358662	0.900000
78.961408	0.700000
22.194281	1.300000
108.730485	1.000000
73.291410	1.300000
113.041746	1.000000
86.481834	0.700000
90.876335	1.300000
89.345773	1.400000
89.431857	0.900000
77.664856	0.600000
56.920091	0.600000
35.893656	0.500000
83.325185	1.300000
102.888840	0.700000
79.590606	0.500000
110.108130	0.400000
32.025712	1.300000
76.733618	1.300000
92.366127	0.000000
32.539061	0.600000
101.618327	1.300000
94.527649	0.800000
46.764876	0.800000
80.362808	0.500000
107.744839	0.200000
111.402930	0.600000
106.159450	1.600000
58.206522	0.100000
65.785880	1.100000
92.716920	1.400000
98.500081	0.900000
70.702190	1.600000
109.027103	0.900000
67.718236	1.100000
61.683972	1.400000
85.424799	0.800000
133.422042	1.500000
103.648564	1.300000
90.139532	0.600000
78.458799	1.100000
167.513856	0.700000
82.099052	1.100000
39.613143	0.800000
91.268614	1.000000
106.504347	0.800000
111.667264	0.300000
107.871295	1.200000
78.941335	0.500000
112.879197	1.100000
84.218410	0.900000
60.801485	0.300000
85.442321	1.300000
47.654616	0.800000
88.952148	1.400000
45.984682	1.100000
89.554866	1.000000
44.490677	1.000000
88.314712	1.400000
86.526972	0.300000
126.077298	0.500000
72.075909	0.600000
48.845952	0.300000
79.651042	1.100000
92.834979	0.400000
96.867938	1.900000
110.494330	1.500000
41.521562	1.400000
56.809595	1.000000
167.163100	0.500000
68.807020	0.500000
49.627514	1.700000
75.676290	1.600000
74.665014	0.900000
37.268181	0.800000
49.356370	1.600000
111.374020	0.600000
34.982406	0.400000
95.212469	0.800000
74.373446	1.000000
124.640338	1.000000
110.179917	0.400000
72.706956	0.400000
92.494138	0.500000
131.600389	1.100000
95.866627	1.200000
86.816374	0.800000
66.324594	1.100000
16.190961	0.900000
95.666652	0.600000
69.331915	0.500000
84.355326	1.700000
74.893218	1.000000
46.418353	1.800000
92.023357	0.800000
75.481668	0.300000
42.973551	0.000000
152.542106	1.100000
62.367160	1.000000
93.239553	0.500000
25.578680	1.200000
92.063685	1.000000
108.563459	1.500000
71.163497	1.000000
119.985727	0.900000
128.848539	1.000000
55.223462	0.700000
123.121325	0.800000
61.613383	1.400000
88.386112	1.400000
90.628843	1.100000
74.311996	1.900000
55.282306	0.900000
60.682551	1.100000
67.944970	0.500000
87.794510	0.900000
74.660888	1.500000
64.793827	1.100000
72.359222	0.600000
57.443950	1.300000
93.991097	1.000000
64.175701	1.200000
108.349733	0.700000
83.580457	1.000000
74.111446	1.200000
88.884268	0.000000
120.473165	1.600000
58.423753	0.400000
80.520247	1.300000
116.642901	0.800000
135.226263	1.400000
174.741042	0.700000
125.133307	0.600000
114.511048	0.500000
64.302373	1.200000
75.725686	0.800000
117.195766	0.800000
125.732930	1.400000
89.495368	1.400000
64.680578	1.300000
81.328029	1.600000
20.086030	0.800000
89.910893	0.600000
103.697587	1.100000
92.240580	1.200000
102.128996	0.900000
82.813966	0.900000
70.188656	1.000000
54.481926	0.600000
92.708488	1.200000
68.386365	1.400000
77.612262	0.500000
94.937033	0.400000
34.910607	1.000000
64.830840	0.600000
71.458121	0.600000
137.736053	2.900000
55.974946	1.600000
95.620740	0.700000
48.443206	1.300000
65.449462	0.700000
136.397073	0.700000
46.108664	0.900000
85.160578	0.800000
53.254946	0.400000
79.736056	0.900000
76.932734	1.000000
28.318394	2.200000
110.873765	1.400000
78.387398	0.800000
90.890261	1.100000
85.458485	1.600000
138.952072	1.100000
48.276532	0.400000
115.644992	0.800000
122.298532	0.700000
41.678874	0.800000
34.196608	1.900000
58.572614	1.200000
138.357939	0.600000
80.593166	0.500000
139.952808	0.700000
53.898734	0.900000
31.028957	0.600000
100.346470	1.500000
119.488960	1.400000
114.265958	1.700000
64.777867	0.700000
20.754343	0.600000
66.864098	1.400000
40.846391	0.800000
78.713516	1.300000
74.694718	1.200000
56.432100	1.200000
57.131708	0.600000
114.665993	0.400000
119.809930	1.600000
60.689703	1.400000
126.637193	1.200000
89.169715	1.000000
93.136057	0.900000
94.533382	1.500000
100.705456	0.700000
163.056790	0.500000
87.788089	1.800000
77.294528	1.600000
36.154857	1.300000
125.400499	1.100000
91.964859	0.400000
48.236202	1.300000
81.438908	1.700000
49.033214	1.000000
78.920939	1.200000
97.054263	0.900000
36.730278	1.400000
105.553956	0.600000
30.422676	0.500000
71.427567	0.900000
115.818972	0.500000
47.470578	0.900000
49.935560	1.200000
90.576893	1.700000
93.560402	0.600000
119.349725	1.300000
66.110527	0.500000
34.947988	0.800000
64.096159	1.100000
86.646358	1.200000
96.255976	1.500000
73.848747	0.800000
89.980392	0.700000
67.832222	1.800000
164.665401	0.700000
39.068068	0.500000
108.789934	0.900000
73.502905	0.800000
132.531506	1.000000
50.498120	0.500000
70.223219	1.600000
112.768302	1.200000
96.289697	0.700000
91.430630	2.400000
105.649462	0.500000
60.263874	0.400000
12.159208	0.700000
90.102645	0.700000
100.711993	0.500000
50.355889	1.300000
74.914570	1.000000
66.875655	1.100000
114.819119	1.000000
96.277507	1.200000
26.929476	1.200000
83.533244	1.800000
167.937655	1.400000
77.101951	0.900000
62.807654	0.500000
83.291993	0.800000
99.369251	1.200000
100.450138	0.600000
51.994550	1.400000
86.120652	1.200000
101.503808	0.700000
59.397617	0.600000
84.580586	0.900000
47.969001	1.500000
114.902685	0.600000
70.876929	0.600000
58.522744	0.400000
77.074355	1.000000
72.188955	1.800000
64.822631	1.300000
86.012217	0.500000
98.571337	1.100000
73.932724	1.200000
91.565172	1.200000
69.390270	0.500000
104.882119	0.900000
79.626496	0.600000
102.077268	0.900000
64.047193	0.900000
62.798677	0.900000
82.702411	1.500000
89.489496	0.700000
166.824092	0.500000
108.606936	0.500000
34.088429	0.600000
55.890180	0.400000
84.652934	1.600000
30.746308	0.900000
102.177834	0.700000
110.027865	0.900000
73.017823	1.800000
106.479511	1.600000
106.092371	1.200000
79.862478	1.300000
52.584852	1.800000
34.284389	0.600000
