SliceEntropy	CloudEntropy
2.21366	2.11294
1.69732	2.2921
2.01288	2.27908
1.59963	2.14713
1.74297	1.8107
1.81712	2.06268
2.11612	2.37302
1.9943	2.22631
2.16322	1.42696
1.86682	2.03294
1.8383	2.19741
2.06713	2.41716
1.77924	2.06268
2.25623	2.30863
1.59171	1.98464
1.82053	1.79086
1.8907	2.1819
1.71526	1.9943
1.92154	1.82053
2.12643	1.70953
1.95508	1.93056
1.93224	1.93391
2.21366	1.87444
1.71034	2.08721
1.96903	1.89151
1.9983	2.27341
1.88903	1.84171
2.06928	2.04092
2.08229	1.90372
2.20735	2.14713
1.9378	2.07171
1.84673	2.13135
1.82631	1.75662
2.01623	2.12643
1.71526	2.03174
1.84171	2.3943
1.82545	1.89712
1.95741	1.75662
1.40936	2.04092
2.01623	1.93056
1.98112	2.02347
1.79126	2.20735
2.50282	1.61357
1.84229	1.55352
2.35249	2.31031
1.90268	1.72735
1.56903	1.9983
1.86682	2.3183
2.30372	1.78132
2.20643	1.9943
2.21366	1.61357
1.99112	2.06204
2.34347	1.92229
1.73135	2.24322
1.73701	2.08721
2.21469	2.0783
2.42282	2.11741
1.9943	2.01565
1.89151	1.74337
1.35419	2.06268
2.08721	2.19741
1.96151	2.21701
2.08386	2.01623
1.66337	2.56322
1.59171	2.37302
1.79126	1.59171
2.33791	2.10132
2.25288	2.17224
1.81712	2.0743
2.01883	1.97151
2.15031	2.01883
2.09623	2.28307
2.20735	2.1045
1.54132	2.24322
2.18115	1.85391
1.79034	1.93565
1.84673	2.07171
2.33791	2.08229
2.01623	2.38372
1.77288	2.11341
1.77716	2.06713
2.08721	1.60274
2.13469	2.44735
2.19612	1.82863
1.88411	1.95508
1.82545	1.9943
2.06928	1.71034
1.90863	2.32888
1.95352	1.73469
2.50282	1.98112
2.26115	1.54132
2.16229	2.07171
1.86953	1.69732
1.22438	2.06204
2.21469	1.95526
1.74505	2.12092
2.01623	2.25391
1.57545	1.98464
2.34347	2.48154
1.93565	2.2921
1.74505	2.06204
1.66337	2.04011
1.73469	2.09131
1.95249	1.71612
1.49845	2.0783
2.15263	2.22863
2.00489	1.43366
1.90372	1.98372
1.88943	1.93565
2.03174	1.67263
1.93565	1.94682
1.66053	2.06863
2.12307	2.24322
1.40568	2.00489
2.07662	1.43366
2.06631	1.93391
1.63294	2.14268
1.92154	1.98372
1.78132	2.25791
2.3076	2.24322
2.12307	2.14268
2.03249	1.8907
1.58297	1.67933
1.61357	1.80092
2.42282	1.95693
1.69288	2.03174
2.16322	2.06631
2.1819	1.93924
1.79126	1.95174
2.45469	1.70953
1.49845	1.90863
2.30863	2.19249
1.8107	1.92229
1.76171	2.28011
2.17288	1.90372
2.13469	2.14713
1.69732	2.2921
1.58268	1.71612
1.82904	1.77357
1.56943	2.1307
1.76171	2.3143
1.84171	2.17947
1.84229	2.14771
1.59171	1.9983
1.93565	2.08721
2.07171	2.34682
1.96903	2.37135
2.04903	1.76171
1.85524	2.10132
1.98464	1.98464
2.17224	2.26115
1.75662	2.15112
2.14771	1.53548
1.56903	2.19741
1.95741	1.90372
1.90268	2.2619
1.36154	2.34347
1.80411	2.19741
1.5143	2.15031
2.3419	2.1778
2.08721	1.90268
2.14771	2.11741
1.84171	2.20568
1.81701	2.32489
1.9378	2.16229
1.81135	2.16322
1.55352	1.99112
2.2343	1.9983
2.25791	1.79612
1.56943	2.2605
2.43741	2.28643
2.58347	2.01623
1.8578	1.93224
1.9419	1.37095
2.01623	2.01623
2.19741	2.08721
1.76171	1.95693
2.06204	1.79352
2.10953	2.19612
1.82863	1.95693
2.30372	2.03174
2.22771	1.98372
1.77391	2.06863
1.8383	1.8907
1.75963	1.47174
2.16229	2.15263
1.26112	2.2605
2.06464	2.03693
2.09791	2.3378
1.90268	1.82545
2.1819	2.3076
1.15855	1.95693
1.70115	1.95526
2.2605	2.01623
2.15263	2.06204
1.8107	2.2578
1.49869	2.33623
1.82631	2.03693
1.62115	2.32888
1.8578	2.04903
1.46918	1.66696
1.9419	1.55352
2.32489	2.35908
2.08721	1.9983
1.71034	2.27908
1.55352	1.8907
2.1045	2.21469
2.07171	1.9983
2.1819	1.68154
2.5045	2.07171
1.66631	2.24386
2.10132	2.13366
1.75662	1.67263
1.70953	1.85056
1.71034	1.8578
1.93224	2.23662
1.67263	2.15263
2.08229	1.9983
1.9983	2.50282
1.9143	2.14268
1.75662	2.16322
1.79249	2.03174
1.84171	1.88943
1.99963	2.14771
1.95508	2.01565
2.08229	2.1045
1.9983	2.3681
2.34682	2.32721
2.07171	1.90863
2.19908	2.12903
1.8578	2.09224
1.97151	1.98464
2.17732	1.77391
2.03174	1.95508
1.9983	1.98464
1.81701	2.41883
2.1845	1.90863
2.2921	2.09623
2.08673	2.01623
2.48154	2.21701
2.1845	2.25623
2.01924	2.08386
2.19352	2.43908
1.7583	1.95693
2.12092	1.59956
1.8107	1.35933
2.5045	2.38464
1.8578	1.9143
2.03249	1.77716
1.98464	1.9378
2.06268	1.90604
1.84171	2.19741
1.82904	2.12903
2.07031	2.19741
2.13135	2.19741
2.19693	2.17947
1.39086	1.70953
1.73469	2.3143
1.85056	2.34347
2.14713	2.06268
2.03174	2.24229
1.43963	2.06204
1.95693	2.27908
1.89151	2.07031
1.36154	1.92154
1.95741	1.95508
2.08386	2.54928
1.96903	1.64307
1.87294	2.25288
1.89151	2.17391
1.9943	1.8383
1.82545	2.19612
1.77716	2.03174
1.63485	1.95693
2.48154	1.82863
1.91031	1.69732
2.44011	2.14545
2.1307	2.04151
1.99112	2.17288
1.15855	2.35174
1.76171	2.2921
1.19748	2.24322
2.09791	2.11341
1.79352	2.13135
1.71034	1.79612
1.79086	2.13366
2.11341	1.86682
2.09791	2.39263
2.32888	1.58297
2.09791	2.1045
1.85391	2.03249
2.12903	2.13469
1.97869	2.17224
1.8107	2.31171
1.8881	2.0743
2.2605	2.09623
2.14771	2.06268
1.6219	1.90268
2.07662	1.73135
1.48914	2.12643
1.99662	1.95508
1.56514	1.91031
1.9419	2.00171
2.01924	1.8907
2.03249	2.24322
2.2605	2.01623
1.86682	2.06863
2.01131	2.06268
1.97469	1.69732
1.77288	2.3076
1.59171	1.9943
1.84673	1.87126
1.84673	2.11294
1.95526	1.77288
2.24229	1.61357
1.43963	1.92229
1.85056	2.03249
2.13135	2.38928
2.04011	1.77391
2.09791	1.75662
2.2081	2.3183
2.39263	2.20643
1.93947	2.20307
1.69732	2.02347
2.09131	2.08721
1.71612	1.90053
1.81869	2.25623
2.09791	2.01883
1.86682	2.33716
1.20229	1.74337
1.95741	1.82053
2.19352	2.01883
1.69732	2.0783
1.85056	1.82053
1.98696	2.42682
2.11341	1.57135
1.61357	1.8578
2.08721	2.09947
1.61357	1.90863
1.56903	1.73469
1.9983	1.97701
1.93524	1.79034
1.82053	2.24229
2.25791	2.53302
2.45701	1.93565
1.73701	1.82631
2.16322	1.95693
1.95508	2.34347
1.53548	2.02347
1.8383	2.17224
1.93056	1.74297
1.87126	1.95508
1.81135	2.0783
2.2605	2.3183
1.9143	1.87444
1.87126	2.06863
1.84171	2.08489
2.04011	2.1819
1.95693	2.01623
2.06268	1.85524
1.77924	1.8383
2.15031	2.27341
1.54959	1.46347
1.56943	2.04011
2.35908	1.90053
2.14297	1.9378
1.4	1.80307
1.71526	2.31662
1.79612	2.01131
2.5045	1.92229
2.01883	1.77391
1.90268	1.85391
1.79612	2.00489
1.8881	2.05869
1.64568	2.19612
1.82904	2.47327
1.98696	1.80092
1.74297	1.71526
2.17224	2.16322
2.24229	2.0783
1.68154	2.06545
1.86682	1.92229
2.01732	2.0783
1.74297	1.96151
1.71885	2.11174
1.71294	2.35341
1.77391	2.13135
1.68229	2.22631
1.84489	1.84229
1.9983	2.01623
1.69732	1.9983
1.77924	2.36643
1.67263	1.66053
1.56943	2.33791
1.58297	1.95508
1.85391	2.15031
1.67263	2.10953
1.67263	2.24322
2.2921	1.9943
1.77357	2.08721
1.84229	1.90372
1.87444	2.09224
2.16229	2.17947
2.19908	1.90372
1.96903	2.08489
1.76171	2.12643
2.24322	2.01883
2.22771	2.1845
1.98464	2.17883
1.70953	1.74297
2.03174	2.4481
1.75662	2.25391
1.70953	1.99112
2.15263	1.80411
2.01883	1.82863
1.76171	2.07171
2.04011	1.82863
1.67963	2.28643
2.23662	2.20151
1.70953	1.8881
1.79034	1.82863
1.68229	2.16229
1.91031	2.05869
2.08721	2.17391
2.16322	2.05869
1.47885	2.34682
2.08229	1.95741
2.10132	2.45302
1.90372	1.90863
1.97869	2.07031
2.08386	2.15031
1.56943	2.34347
1.97869	2.06204
2.12643	1.51662
1.92154	1.79086
1.74112	1.84171
2.01732	2.29135
2.03249	2.27908
1.70953	2.2921
1.8107	2.17288
2.2605	1.99112
2.44903	2.19741
1.82545	1.81701
2.32888	2.26115
1.98268	2.13366
1.69288	1.71526
2.09623	2.04011
1.58297	2.14268
2.16322	2.20735
2.07031	2.28735
2.01391	2.02347
1.73469	2.03249
1.73469	1.84673
1.49869	2.17947
1.81869	2.34347
2.08721	2.01883
1.90053	2.16322
2.40154	2.12903
1.9943	2.04011
1.46918	1.99112
2.24229	2.02347
2.03174	1.96151
2.16322	2.27341
1.69288	2.21469
1.60274	2.15031
1.8383	2.25623
2.19352	2.17288
1.8107	2.32888
1.98696	2.01623
2.18115	1.89712
1.81869	1.90863
1.15855	2.17947
1.57545	2.11612
1.85524	2.15031
2.21869	2.19741
1.95526	1.77357
2.2921	1.69924
1.56903	1.9143
1.8881	2.32888
2.35741	2.22863
1.87294	1.9943
2.03174	2.04903
2.40489	1.6219
2.06863	1.80092
1.85524	2.1819
1.85056	1.9983
1.90268	2.21469
2.06268	2.24322
1.79086	1.95741
1.90268	2.11341
1.75662	2.21469
2.06204	2.22631
1.87444	1.89151
2.0783	2.19741
2.24229	2.27908
2.06863	1.77716
1.73469	2.04092
2.1045	1.64735
2.09791	2.24229
2.09791	1.9143
1.91327	2.08386
2.3183	2.14771
1.85391	2.1019
2.09791	1.9143
2.03174	2.17391
2.08229	1.90863
1.2978	1.76171
1.93947	2.4481
1.82904	1.77357
1.77716	2.20643
1.99112	2.28307
2.1045	2.08489
2.08721	1.93391
1.75662	2.04092
1.96151	2.0743
2.29469	1.8578
2.06204	2.19249
2.08721	2.06268
2.01883	2.06631
1.9983	1.75662
2.19741	2.03508
1.82904	1.88411
1.66337	1.86682
2.41947	1.77924
2.41288	2.03693
1.85131	2.04903
1.51933	2.2343
2.21151	1.90863
1.84154	2.09791
1.90053	2.16322
2.42282	2.01883
1.35419	2.10132
1.70953	2.09791
2.01288	1.85391
2.21366	2.11341
1.88943	2.25288
2.09791	1.85056
1.8881	1.93056
2.08673	1.95693
1.90604	2.24489
1.79126	2.19741
2.0783	2.27249
2.13469	1.58297
1.46918	2.20307
1.88411	1.64568
1.59963	1.98464
1.56943	1.87485
1.19748	2.19741
1.82053	2.23662
2.37302	1.64568
1.69732	2.24489
1.97469	2.07171
1.82863	2.03174
2.1819	1.97469
1.94849	2.01623
1.9378	2.11612
1.79352	1.90268
1.89151	1.95508
1.9943	2.41947
2.07171	2.08229
1.67963	2.16229
1.90631	2.14268
1.55352	2.11341
2.31171	2.25791
2.35341	2.3707
1.79174	1.88943
1.75662	2.01883
1.8383	2.0783
1.66631	2.22771
1.4619	2.24322
2.21366	2.19741
2.25391	2.3183
2.06204	2.03174
1.98464	1.93056
2.32888	2.14771
1.82545	2.03174
1.19748	2.2605
2.03249	1.75662
1.8881	2.19908
1.66053	2.05469
1.67263	2.04011
1.95508	2.3183
1.92229	2.06928
1.87126	1.81712
2.37469	2.1778
2.26115	2.10132
1.7583	2.08721
2.34682	2.10347
1.87126	2.3183
2.06545	2.41391
1.73135	1.8578
1.60274	1.87444
1.9983	2.01623
1.93565	1.75662
1.84171	2.04011
1.82863	2.14268
2.32888	2.17288
2.24489	1.71294
1.45947	1.90863
1.8383	1.94849
2.02132	1.96151
1.70953	1.95526
1.70953	1.79034
1.90372	2.14268
2.06631	2.19741
1.93224	2.24229
1.73469	2.1045
2.03174	2.33623
1.92229	2.22771
2.41947	2.01288
1.57972	1.98505
1.79126	2.01883
1.65972	2.12643
1.75662	1.98464
1.88903	2.16322
2.14771	1.93565
0.904381	2.35508
2.09791	2.11741
1.90372	2.06631
1.74112	1.80307
1.90604	2.35341
1.90268	1.86132
1.9983	1.97869
1.87126	1.77357
1.69732	1.95508
1.71526	1.58268
1.77288	2.18849
2.01288	1.9983
1.89701	2.08229
1.90268	1.97151
2.18115	2.09131
1.79034	2.19741
1.49366	1.85924
1.99112	1.92229
1.9943	1.94849
1.32347	2.20643
1.75963	2.31662
2.03249	2.17732
1.55352	2.14713
1.92229	2.35341
2.08721	2.24386
1.79249	2.27341
1.71612	1.91327
1.84171	2.07171
1.2978	2.3681
1.95352	2.01623
2.04943	1.8907
1.79126	2.18115
2.16322	2.1019
2.19908	2.06464
1.79126	2.13366
1.37056	2.09548
2.40229	2.07031
1.70953	2.03174
1.07832	1.8907
2.01623	1.95693
1.51662	1.79034
1.36154	2.07171
1.61357	2.50282
2.05869	2.19612
2.24229	1.9983
1.56903	1.88092
1.95693	2.24322
2.07662	1.9943
2.28643	2.10132
1.64735	2.16229
1.71526	2.34682
1.32347	1.88092
1.95693	1.95508
1.97469	1.97701
1.98696	2.06204
1.98505	2.00274
1.8578	2.17883
1.95508	1.81712
2.20643	2.28307
1.91031	2.0783
1.57545	2.03174
1.85391	2.2107
1.57545	1.47885
1.74297	1.98545
1.63294	2.06204
2.31662	2.03249
2.01623	1.8578
2.01288	1.79612
2.25391	1.93391
1.6219	2.19249
1.87444	2.0743
2.01623	2.15031
1.80411	1.90863
2.03249	2.06545
2.38928	1.90268
2.15263	2.17288
1.95526	2.3076
2.23662	2.03174
1.60274	2.12568
2.01288	1.9983
1.6219	1.94849
1.40936	2.41883
2.09791	1.96151
2.01623	1.47174
1.7583	2.09623
2.1819	1.68154
1.9419	2.06204
2.40229	2.11341
2.26282	2.10953
1.98372	2.00489
1.64514	2.28643
2.13469	1.82545
1.93224	1.93947
2.03174	1.93565
1.84229	2.13135
1.63485	1.9983
1.8578	1.9378
2.19249	1.88092
2.12643	2.33716
1.63485	1.93056
1.64307	1.77357
1.54132	2.09565
1.77716	2.10347
1.95741	2.11741
1.8881	2.33716
1.77391	2.02347
1.88411	2.35508
1.93524	1.93565
1.18297	2.01623
2.14268	2.03249
2.03249	2.30372
2.07662	1.86682
2.03249	2.3378
2.01623	2.08489
1.46918	2.2907
2.06713	1.66053
2.08721	1.75662
1.91327	1.87126
1.67263	2.20151
2.01924	1.77391
1.93565	1.99963
2.3183	2.18115
2.3076	2.32386
2.01623	2.02347
2.03174	2.20643
1.9943	2.46268
1.36154	2.3183
1.76171	1.98112
1.98464	1.9378
2.14771	1.99112
1.93565	1.9983
2.15031	2.02347
1.94849	2.2921
1.40568	2.12568
1.48914	2.2921
1.15855	2.06713
1.91031	2.09791
1.32092	2.33791
2.01623	2.00489
2.11341	2.14268
1.8107	2.15031
1.93565	2.41883
1.66337	2.08489
2.07662	1.29947
2.14771	2.17224
1.43963	1.9983
2.14771	2.01883
1.82863	2.27341
2.04011	1.67534
1.57972	2.08721
2.13469	1.9983
1.56903	2.17288
2.00274	2.16229
1.88092	1.94849
1.99662	1.74337
1.70953	1.4619
1.85131	2.01883
2.21469	2.02132
1.9943	1.8907
2.03249	1.90372
2.15031	2.17288
2.40229	1.79249
1.7019	2.15031
2.06545	2.01131
1.69732	1.98464
1.29947	1.8907
2.01732	1.88092
2.08721	1.77288
1.98464	2.03508
2.44011	1.87126
1.97469	2.06928
2.50282	2.29135
2.12092	2.06268
2.1819	2.1845
1.85056	2.09623
2.06204	2.22268
1.92193	2.11341
1.8907	2.36307
1.67263	1.67263
1.69732	1.97469
1.9983	2.09623
2.2343	2.08229
1.37056	1.60274
2.05869	2.2921
1.87126	2.06631
1.99112	2.29701
2.19612	1.93524
1.60274	2.00274
1.70953	2.03249
2.01883	1.84171
1.4619	1.96151
2.06631	2.20568
2.45701	2.29135
1.55352	1.59171
1.84673	2.01288
2.45869	1.85391
2.01623	2.2921
1.75662	2.19741
2.13366	2.40229
1.71526	1.75662
1.63485	2.01288
1.98696	1.93391
1.77288	1.66631
1.90268	2.09623
1.71885	2.07031
2.27741	1.5143
1.88411	1.75662
1.8881	1.64307
1.74112	2.08386
2.08721	2.03294
2.30631	2.2605
1.69732	2.11741
1.46918	1.86682
2.45869	1.68229
1.93947	2.1845
1.71526	2.03249
2.43908	1.59171
1.90268	2.01623
1.57972	1.77391
1.18297	2.4521
1.71034	1.8383
2.06204	1.87126
1.71526	2.09947
1.93391	2.01565
1.70953	1.74297
1.51662	2.19741
2.01623	2.22268
1.87126	1.84229
1.90268	2.05469
2.06204	2.12903
1.67963	1.90268
1.84154	2.27341
2.08721	2.03249
2.02347	2.12643
1.97701	2.19741
1.84229	1.8881
1.56568	2.08489
2.03249	2.03174
2.2921	2.17224
2.25288	2.01391
2.17732	2.18115
1.95526	1.96151
1.93056	1.5943
1.90863	1.77716
1.43963	2.17288
2.06631	2.22771
1.86682	1.63485
2.17288	1.81701
1.40411	2.13366
1.82863	2.30372
1.71526	1.8907
1.40936	1.73469
1.54132	1.86682
2.52307	2.24322
1.9943	2.3076
1.27327	1.85391
1.81701	1.73701
1.7019	1.74337
2.03693	1.98505
1.69732	1.82904
2.04092	2.22863
1.89151	2.4481
2.19352	2.19908
1.95508	2.19249
1.79126	2.01623
2.01623	2.08721
1.95693	2.27908
2.43741	1.95526
1.63485	1.9943
1.91327	1.92229
2.04903	2.02347
1.77716	2.01623
1.95741	1.92229
1.98464	1.77391
2.07031	2.14771
2.07031	2.2578
2.19741	2.22771
1.67263	1.92171
2.35341	1.93565
1.95741	2.37302
1.79249	2.1019
2.19908	2.17131
1.71034	1.9983
1.90505	1.71034
1.89151	1.98464
1.7583	2.15031
2.21469	2.09131
2.37135	1.8907
1.82904	1.63485
1.80092	2.08721
1.88092	2.04903
1.66053	2.26282
1.98372	2.06928
2.19908	2.15112
2.09224	2.08229
2.37701	2.03249
1.93224	2.22771
1.90372	1.95508
1.8383	1.90053
2.35341	2.07662
1.84489	1.97469
2.11741	1.80307
1.95508	2.24489
2.07171	2.4783
2.34682	2.15327
2.09791	2.3076
2.12092	1.69288
1.71612	1.93565
1.79126	1.71034
1.8107	2.35341
1.92229	2.2921
2.21869	2.10347
2.08229	2.08489
2.06204	2.06928
1.53947	1.61357
2.22696	2.19741
2.12643	2.14771
1.98464	1.95693
1.47294	2.2921
2.27908	2.17224
2.04011	2.17224
1.97869	1.92171
1.67263	2.12307
2.05469	1.98464
2.15031	2.23327
1.81135	2.04011
1.32092	2.09623
1.39086	2.24154
2.4783	2.1845
2.1307	2.3419
1.70953	2.37302
2.52307	1.84171
1.49366	1.63485
1.73469	2.10132
1.88943	2.40154
2.21869	2.14268
1.84229	2.17224
2.12643	1.93056
1.9983	1.79352
1.74297	1.89701
2.45366	2.22863
2.27741	2.19249
1.82863	2.32386
2.01288	1.69732
2.40154	2.01732
1.63485	2.30268
2.07171	2.43741
1.84171	2.08721
1.64735	2.25391
1.8881	2.03174
2.07662	2.09548
2.14771	2.09947
1.49869	1.9983
1.56903	1.92229
2.32888	2.01623
2.19352	1.87174
2.4783	2.00274
2.11612	1.97869
1.9943	2.03294
2.03693	1.79249
1.78132	2.25391
2.44903	2.01883
1.97469	2.45302
2.22696	2.19741
1.9378	2.2578
2.02132	2.03693
1.54959	2.14268
2.17947	1.8907
1.8578	2.06268
1.70953	2.07662
1.97469	2.30372
2.37302	2.25791
1.90268	2.10132
1.73366	2.13135
2.05469	2.24322
2.14297	2.22771
1.69732	1.95693
1.71612	1.79034
2.45701	1.95741
2.41391	2.11174
2.07662	1.73469
1.67263	2.07662
1.73469	2.03174
1.74297	2.35508
2.07171	2.25288
1.90604	1.71612
1.46918	2.25288
1.8578	2.35908
1.81712	2.17288
2.06268	2.32888
2.19741	2.13366
1.99112	1.76171
1.96903	2.25623
2.11341	2.12307
2.03174	2.17288
2.04092	2.01883
2.27341	1.92229
1.84229	2.37135
1.71034	2.20643
1.66053	1.46918
2.19741	1.95508
2.2343	1.86682
1.77357	2.24489
1.92229	2.35508
2.3445	2.22771
1.97869	2.21469
1.78132	2.12151
1.54132	1.57545
1.4	2.22863
2.21151	1.8907
1.36154	2.21366
1.84229	2.04943
2.49791	2.17224
2.04011	1.95693
2.01883	1.74112
1.54959	2.16322
1.46918	2.40888
1.74337	2.03174
2.01623	2.32888
1.49366	2.14771
1.92229	2.09623
2.07031	2.21869
1.69732	2.17224
1.66337	1.71526
1.40411	2.28307
2.09791	1.77357
1.74297	1.89151
2.06204	2.17947
2.01623	2.11741
2.14713	2.21366
1.67263	1.90863
1.56903	1.85524
2.19249	1.89701
1.70953	1.64735
2.02347	1.84171
2.15031	2.02132
1.57545	2.12092
2.34347	2.27741
2.14297	2.2107
1.63485	1.67963
2.08721	1.75662
2.25791	2.3721
2.29869	1.98464
1.73469	2.34682
1.37056	2.34682
2.01883	1.84489
1.52193	2.22771
1.84171	2.14268
1.77288	2.29701
1.90863	1.75662
2.01883	2.14771
2.03174	2.23662
2.06268	1.85391
2.01883	2.43741
2.32888	2.01565
1.91327	2.23662
1.66631	1.73469
2.45469	2.08721
2.04903	2.04943
1.59963	2.17947
2.24322	1.90268
1.92171	1.9943
1.90372	2.06268
1.2978	1.68229
1.96151	1.76171
2.1845	2.06268
2.11612	2.02347
1.75662	1.88903
2.33791	1.85716
1.47174	2.23662
2.12643	1.85524
2.05469	2.02347
1.77288	2.03249
2.03249	1.9983
1.87444	2.01883
1.71526	2.28903
1.57135	1.90372
1.82863	2.21469
1.86682	2.06631
1.69732	1.8907
1.64735	1.9943
1.64307	2.23327
2.16171	2.10849
1.64735	2.07662
2.37701	1.76171
1.71526	1.90863
1.35419	2.08721
2.09791	2.02347
1.88092	2.1819
1.67263	2.1045
1.9983	2.3076
1.57972	1.89151
2.0783	1.90268
2.09565	1.71034
2.1819	2.13469
1.66053	1.93056
2.1819	2.01623
1.57545	1.85391
1.69288	1.71034
1.18297	2.17947
2.03249	2.07662
1.66631	1.69732
2.03249	2.15112
1.66053	2.0783
1.18297	2.12307
1.98372	2.32888
2.45701	1.95741
2.2907	1.89712
2.16322	1.93565
1.81869	1.73469
1.71526	1.79126
1.8107	2.39263
1.74112	2.11612
2.06928	1.93565
2.51908	2.25623
2.17732	1.82053
1.68229	2.27341
2.14771	2.03508
2.12307	1.84171
2.12151	2.17224
2.1778	2.43908
2.23662	1.94682
1.8107	2.39327
1.9378	2.09623
2.22771	1.66053
2.1819	2.02347
2.21151	2.12568
2.25791	2.17391
1.54132	2.11341
1.49845	1.89151
2.00171	1.7019
2.09791	1.79126
1.95741	1.67263
2.15031	2.22268
2.04943	2.27341
2.21469	2.28011
2.01623	1.66337
1.95693	2.05469
1.87126	2.14268
1.69288	2.03174
2.08721	2.06863
2.01623	2.33623
1.92154	2.16229
1.90604	1.90268
2.03249	2.39327
1.25972	2.29135
2.11341	1.82053
2.20735	1.98464
2.14297	1.93565
1.73469	1.90604
2.09224	1.69732
1.98545	2.07171
2.0783	1.92229
1.97151	1.52193
2.21469	2.16229
1.71526	1.84171
1.97869	1.73469
2.03249	2.14863
1.60274	2.20643
1.98464	2.35508
2.03249	2.06863
1.9983	1.90053
2.01883	2.12092
1.95508	2.03174
2.3183	2.08489
2.28307	1.85524
2.23327	2.29135
1.91031	1.93056
1.53548	1.75662
1.46438	1.88092
2.0783	2.47327
1.77716	2.11341
2.21869	2.36307
1.67963	2.17288
2.32888	1.95508
1.54132	2.09623
1.78132	2.11741
2.27741	1.99112
1.90372	1.58268
1.79126	1.8107
2.03693	1.9983
1.72735	1.90505
2.11741	2.17224
1.85524	1.9983
2.1019	2.27508
2.39263	2.44735
1.85391	1.71526
2.02347	2.11741
1.87444	2.01883
1.69924	2.13135
1.73469	2.06464
1.51662	2.17883
1.8107	1.95508
2.00489	2.24322
1.40568	1.67263
1.79249	1.97469
2.32888	2.06268
2.1019	1.70953
2.2605	2.05869
1.87444	1.62115
1.79352	2.41883
1.76171	1.9143
2.25791	2.12903
1.25972	2.1019
1.84229	2.08489
1.9983	2.14713
2.09791	2.20735
1.59963	1.64568
1.9983	2.10132
2.04011	1.84171
2.13366	1.95693
2.21869	1.69732
1.8383	2.49791
1.96903	1.90372
2.1819	2.17883
1.71294	2.0783
1.54132	2.35741
1.74505	2.58849
1.67534	1.6219
1.79126	1.9943
1.4619	2.29135
1.77357	1.8107
1.53548	1.96151
1.6219	2.07031
1.56943	1.90863
2.19908	1.79352
2.14268	2.09548
1.90863	1.9143
1.90604	2.14863
2.06204	1.8907
2.13469	1.74112
2.1045	1.81135
1.75662	2.01883
1.95508	1.64307
1.02112	2.45869
1.99112	1.82053
1.97869	2.04151
1.47885	1.88092
2.02347	2.3876
1.95508	2.04011
1.84229	2.4178
1.9983	2.03249
2.06631	2.40229
2.50282	2.22771
2.19741	2.06928
1.8107	1.92229
1.91327	2.15263
2.21869	2.42282
2.06204	2.17224
1.90863	1.87126
2.44307	2.0743
1.56903	2.4783
2.08721	1.90372
2.1045	2.06631
1.66337	2.16229
1.8578	2.35508
1.96903	1.82904
1.79249	2.01883
2.09224	2.02347
1.88092	1.74505
1.69732	1.92154
1.95508	1.91031
2.07171	2.07031
2.1778	1.85056
1.76171	2.26115
1.9983	1.82863
2.16229	2.15112
1.90863	2.26115
1.88903	2.01623
1.95693	1.71526
2.14713	2.11341
2.03249	2.2107
2.35741	2.06268
2.42282	2.19612
1.54132	1.86682
1.86682	1.92229
2.17732	1.96903
1.97869	2.29135
1.27327	2.01623
1.75662	2.17391
1.81701	2.3076
1.77391	1.9378
2.1045	1.90053
2.26347	1.74112
1.76171	2.03174
1.63485	1.89712
1.85056	2.36307
1.95693	1.79034
1.73469	2.14863
2.43741	1.8107
1.56903	1.81869
1.71526	1.87126
2.12643	2.11341
2.09224	2.35741
2.06928	1.93056
1.98464	2.01883
2.00274	1.71526
1.36154	2.32888
1.85131	1.70115
1.93056	1.90372
2.28643	2.12643
2.08721	2.27444
2.32489	2.08171
1.95352	1.90604
1.80411	1.71294
1.92229	1.80411
2.09947	2.25288
1.71526	1.87174
2.06268	1.92229
1.74337	2.14268
1.90863	2.02347
1.9983	1.85391
1.93224	2.08721
2.11341	1.97151
1.98464	2.09548
1.86682	1.66053
1.73469	1.51662
1.95508	1.9983
1.75662	2.24322
2.09791	2.03249
2.2605	1.7583
1.71526	2.20735
1.95508	1.81712
1.71526	1.90372
1.86682	2.37701
1.6219	2.03174
2.24386	2.12903
1.90604	1.57135
2.12092	2.3183
1.77391	1.8383
2.18115	2.06863
1.9983	2.03174
1.51662	1.84673
2.14297	2.08229
1.80307	2.02132
2.06545	2.27908
1.67263	2.14268
1.87126	2.2107
2.01883	2.19741
1.8578	1.89712
1.73469	2.13366
1.9983	1.64307
2.22631	2.03294
1.75662	1.95693
1.88411	1.93224
1.75662	1.90268
2.09947	1.8881
1.53947	1.70953
1.24399	2.06268
1.77391	1.99112
2.1019	1.93565
2.1045	2.25288
1.84673	2.4178
2.24322	2.01391
2.08229	2.08229
2.3681	1.97701
2.06204	2.2921
1.8907	1.90505
1.60274	1.84489
1.67263	2.21469
2.13469	1.93056
1.56943	2.4219
2.06863	2.02347
2.03294	2.20568
1.56943	1.64307
2.19352	1.73469
1.79352	2.02347
2.01732	1.98464
1.56943	2.12643
1.32347	2.13469
2.08721	2.28307
2.02347	1.74112
1.62115	2.01883
1.86132	1.98464
1.88943	2.14771
2.15263	1.98464
2.02132	2.38268
1.66631	2.06545
2.24229	2.19908
2.06545	1.61357
1.82053	1.32092
1.90904	2.3076
