SliceEntropy	CloudEntropy
1.97469	2.39263
1.71526	2.19741
1.95249	1.81712
2.16229	1.69288
1.9983	1.79249
2.12643	1.8881
1.8107	2.20735
2.11341	2.37135
1.57545	2.01623
1.56903	2.1019
2.14268	2.17224
1.84229	2.1019
1.32347	2.4178
1.73469	1.9983
1.31086	2.04011
2.02347	1.60274
1.86682	2.11174
2.23327	2.3143
2.1019	2.16229
1.77391	1.59171
1.84229	2.06464
1.95741	1.97151
2.38268	1.82863
2.08721	1.9983
2.34682	1.8907
2.02132	1.59933
2.38928	2.3076
1.70953	1.93391
2.12307	1.98464
2.42682	1.90372
1.89151	2.17947
1.9983	2.35174
1.95693	1.67263
1.73701	2.03174
2.43341	2.06545
1.87444	2.54928
1.63485	2.12568
2.09548	2.19741
1.82631	1.93056
1.95526	1.87444
1.36154	2.36307
1.9943	1.9983
2.2578	2.33716
1.96903	2.07031
1.69732	2.21469
2.2081	2.01623
1.75662	2.06545
1.91031	2.2107
2.04943	2.07171
1.56943	1.77391
1.93224	2.34347
2.02347	1.95508
2.21151	1.97469
1.35933	2.14771
1.49869	1.70953
1.37056	1.89151
1.71612	1.70115
1.75662	1.86682
2.1019	1.8907
1.76171	2.2578
1.77716	1.82904
1.95508	2.03508
1.92229	2.06464
1.77391	2.03174
1.9378	1.8383
2.29469	2.03174
1.56903	1.8881
2.11341	2.11341
2.27908	2.20568
1.8107	2.07031
1.64514	2.01623
2.04903	2.25623
1.82863	1.9378
1.92154	1.6219
1.8107	1.90863
1.87126	2.17288
1.77391	1.77391
2.43741	2.23662
2.23662	2.18115
1.84229	2.12903
1.60274	2.33732
2.37302	2.20643
1.69732	1.8881
2.17224	1.8107
1.56903	2.08721
1.89151	2.16322
2.12903	1.93056
2.01883	2.40489
2.2107	1.90863
2.14297	1.85391
2.06631	1.88307
1.84229	1.64735
2.24322	2.25791
2.34682	2.06713
1.67263	1.93565
2.25791	1.66053
1.85056	1.85524
1.95508	1.95508
1.2178	2.24322
2.01623	2.28307
2.01623	1.95508
1.58268	2.1045
2.00171	2.45701
2.1778	2.06268
1.8383	2.19741
1.87444	2.06204
2.21701	2.23662
2.01883	1.89151
1.97701	2.12307
2.06928	2.13135
2.25288	2.25791
1.69732	2.08721
1.56903	2.11341
1.69732	2.16322
1.71294	2.06464
1.90604	1.91327
2.19908	2.19741
1.93924	1.74337
1.91327	2.10347
1.9143	1.98112
1.90863	2.35174
1.95508	2.27341
1.9419	1.93565
1.96151	1.95508
1.91031	2.32888
1.74112	2.14771
1.77357	1.79086
2.39112	1.98112
2.09791	2.2921
1.57972	1.88092
1.51662	1.70953
1.93947	1.93565
2.12092	1.71086
2.11341	1.96568
1.91031	2.1778
1.90604	1.97151
1.66053	2.19741
1.2978	1.87126
2.01623	2.1819
2.02347	2.36643
1.71034	2.37701
1.2178	2.01883
1.56943	2.43908
2.2921	2.16229
2.01623	1.92229
1.59963	1.87444
1.57972	2.25791
1.95508	2.22696
1.47174	2.15263
1.9143	2.3076
1.93947	2.1019
2.19249	2.11174
2.04903	2.10132
2.3183	2.12903
2.07662	1.82904
2.1045	1.69732
1.38347	1.67534
2.52307	2.35341
1.97701	2.12643
2.08721	2.15031
1.56903	2.37135
1.79352	2.05469
1.58268	1.90863
1.98372	2.43249
1.77391	2.11508
2.14268	2.06928
2.08229	2.01623
2.15112	2.20735
2.12307	2.22863
2.04011	2.13366
1.98545	2.1045
2.23327	1.8107
1.54132	2.3707
1.36154	1.98545
1.81712	1.9143
1.43963	1.89712
1.84229	2.16229
1.74112	1.96307
1.84171	1.79126
2.06863	2.23662
1.77924	1.75662
1.81869	1.88307
2.42282	1.98545
1.96903	2.15031
1.47174	1.70953
1.63485	2.5307
2.09623	2.39263
2.14771	2.09548
1.96151	2.12903
1.9983	1.90372
1.8107	2.10849
1.73469	2.00171
1.82631	1.73701
1.76171	2.04903
1.97869	1.9983
1.49869	2.29366
2.07662	2.24322
2.11341	2.3076
1.51662	2.26282
2.10132	1.90268
1.98696	1.9983
2.21366	2.14713
1.99112	2.09623
1.95508	2.35341
2.42282	2.06268
1.80092	1.84229
2.08721	2.06268
1.70953	1.93224
2.09791	1.74112
2.4743	1.94849
2.0743	1.96151
1.7019	2.12903
2.58682	2.30372
1.84154	2.33391
2.21469	2.28307
1.91327	2.08489
1.82904	2.25883
2.08721	2.00274
2.29701	1.90863
2.37151	2.09131
2.06928	2.24489
1.80307	2.08489
1.38826	1.90604
2.3076	1.53548
1.95526	1.77357
1.9983	2.25623
1.71612	2.09947
2.45469	2.1045
2.17947	2.09791
1.85391	1.95693
1.51956	1.74297
1.64307	2.34682
2.01623	2.06863
2.19249	2.12092
1.76171	1.82545
2.06204	2.11741
2.07171	1.98464
1.51366	1.70953
2.29469	1.87126
1.98464	2.09791
1.9419	1.80307
1.71526	2.43249
1.84673	1.82545
1.82863	2.3076
1.66337	2.15031
1.98505	2.33791
1.99662	2.17224
2.19741	2.27341
2.01623	2.4521
1.7583	1.35419
2.01623	1.9378
1.75662	2.02347
2.08229	2.09947
1.99662	2.33791
2.12903	1.90053
2.06928	1.80092
1.92154	1.9943
2.03249	2.27249
1.69732	2.12643
1.76171	1.73469
2.22863	2.47327
1.97869	2.30372
1.71034	2.1845
1.95693	2.13366
2.19741	2.08489
2.00489	2.17732
1.84171	2.07171
2.33623	2.14863
2.2921	2.01623
1.74112	2.17947
1.48914	2.03249
1.98464	2.09131
2.09791	2.24322
2.32888	2.14771
1.75662	1.69732
1.96903	2.30863
1.74297	1.90863
1.84171	2.22771
1.90372	2.09947
2.28643	2.19741
1.71526	2.06464
1.69288	2.09131
1.56943	2.43741
2.10347	2.17224
1.4619	2.52307
2.07171	1.90372
1.69924	1.77288
1.92229	1.84673
2.1845	1.92229
1.87485	1.89712
1.9419	2.06204
2.43741	1.88903
1.56903	1.9983
2.30372	2.3076
2.01883	1.84229
2.19908	2.14771
1.91031	1.93565
1.84229	1.51615
1.92171	1.88092
2.24229	2.42682
2.06204	2.44903
1.9983	2.3076
1.69288	2.41883
1.93947	1.84229
1.57972	1.98112
2.27741	2.01623
1.68154	1.95508
2.14771	1.82863
1.75662	2.11741
2.12092	2.11341
2.38928	1.95508
1.46347	2.29135
1.90268	1.90604
1.9943	2.3076
2.01623	1.9943
1.67263	2.16322
2.27908	1.8907
1.46438	1.75662
2.02132	1.9983
2.07662	1.66053
2.09548	2.12092
2.24489	2.03174
1.49869	2.06928
2.29701	2.09791
1.64307	2.16322
2.19612	1.80411
1.8107	1.73469
1.90268	1.75662
2.07171	2.21469
1.75662	1.88735
1.97701	1.9983
1.98464	1.96903
1.86682	2.53302
1.73469	2.31031
1.89151	2.19612
2.06631	2.37302
1.90372	2.24386
2.11341	2.1845
1.80092	1.82863
2.1045	1.90863
2.01732	2.09224
2.11341	2.17883
1.88092	1.71294
1.64307	2.01623
1.87444	1.99112
1.79249	2.21469
1.93565	1.71885
1.81135	2.27341
2.29469	2.08721
2.01623	2.19741
2.34347	2.18115
1.73972	2.12903
2.01924	2.1045
1.87126	1.8881
1.90604	2.07031
2.34682	1.77924
2.3183	1.95508
1.55352	2.1045
1.81135	2.12903
1.97869	2.17224
1.57972	1.70953
1.47885	1.84229
2.01623	1.74112
1.90268	2.09565
2.41947	1.81701
1.69732	2.20643
1.64307	2.48154
2.09791	2.03249
1.99112	2.16322
1.38826	1.84171
1.90604	2.37302
2.11508	2.11612
1.9983	2.2081
2.2645	2.21366
1.91031	1.82904
2.03249	2.20643
1.67263	2.09548
2.22771	1.85391
1.57135	2.45302
2.17391	2.2605
1.98464	2.34682
1.79126	1.69288
1.69732	2.08489
1.93224	2.17947
2.33716	2.06204
1.56903	2.11341
1.78132	2.21366
1.82545	2.22696
2.21366	1.84171
1.74337	2.2343
1.51366	2.01623
2.01391	2.00274
1.85131	1.54132
1.55352	2.09131
1.71034	2.06464
1.73135	2.29469
1.95526	1.96568
1.84171	2.08489
1.96903	2.28307
1.55352	2.14771
1.89151	2.12307
2.06204	2.19741
1.51615	1.87126
1.99112	1.86682
1.52193	2.23662
2.24322	2.2605
2.52307	2.04092
1.40411	2.09791
1.98464	2.06464
1.90053	2.12307
2.00274	1.95508
1.38347	1.98464
2.06928	2.17288
1.8107	2.19741
1.39086	2.32888
2.11341	2.01391
2.14297	2.12643
1.64307	2.29701
1.18297	2.00489
1.51662	2.00489
1.99963	2.11741
1.67263	1.96151
1.73469	1.96151
1.90268	2.20643
2.19741	1.93565
1.85391	2.1019
1.77391	2.16322
1.87294	2.19741
2.26347	1.92229
1.90268	2.01924
1.40399	2.23327
1.69924	2.52903
1.95352	1.95693
1.90268	1.81712
2.40229	1.79174
2.34347	2.12643
1.70115	2.23662
1.96151	1.89712
2.09565	2.33791
1.87444	1.8907
1.77288	2.06863
2.04011	1.95526
2.43341	2.24322
2.05469	1.90372
1.84171	2.23662
1.90863	2.03249
1.9943	1.89701
1.66631	2.16229
1.8107	2.15031
1.56903	2.3076
2.25288	2.21366
1.75662	2.27341
2.17288	2.11341
2.24322	2.02347
1.63294	1.82053
1.69732	1.95352
1.98372	2.1045
1.90372	1.75662
1.67263	2.19741
1.87126	2.12307
2.15031	1.89151
2.48489	1.49869
2.07171	2.07031
1.93524	2.11741
1.92229	1.93056
2.03174	2.13469
1.94849	1.62115
1.95693	1.9143
1.92154	2.05135
1.62115	1.8907
1.75662	1.55352
2.1819	2.01131
1.87444	1.77391
1.77391	2.17883
1.63294	2.1019
2.09791	1.9143
1.69732	1.66337
2.06631	1.90604
2.14713	2.27341
1.71034	2.14268
1.7019	1.88307
1.82904	2.16229
1.54959	2.47327
2.37701	1.86682
1.77288	2.0783
1.84229	2.06204
1.69288	1.67263
1.66337	1.88411
1.93056	1.94682
2.04092	1.92229
2.19908	1.71612
1.87444	2.17391
2.23327	2.12151
2.1307	2.36735
1.8907	1.68229
1.9943	1.92229
2.37135	2.29469
1.85524	2.06545
2.01623	2.25791
1.93565	2.10132
1.48914	2.13366
1.82545	2.12903
2.2605	2.24154
1.57972	2.16322
2.09791	1.71526
1.8107	1.92229
1.55352	1.98112
2.09947	1.46918
1.60274	1.98464
1.35419	2.17391
1.71885	2.14268
2.22713	2.2107
2.45302	2.17224
2.29701	2.1019
1.89151	1.86682
1.90372	2.07662
1.84673	2.29135
2.22631	1.8383
1.85524	2.33716
1.80411	2.01391
1.93391	1.81701
1.74297	2.44903
2.37302	2.00489
1.36154	1.93056
1.57545	2.07662
1.85391	1.70953
1.89701	2.06204
2.07171	2.09947
1.89712	2.16322
1.74337	2.34132
1.49845	1.95508
2.17391	1.76171
2.15263	1.81701
2.19908	2.24322
1.46918	1.84229
2.14863	2.37701
1.74112	2.06713
1.79034	2.1019
1.92229	2.1819
1.90268	1.8907
1.49366	1.98545
2.35741	1.84171
1.4619	1.93924
1.90268	1.92154
1.82545	2.03174
1.45947	1.82863
1.74297	2.42282
1.84489	2.20151
1.56568	2.03174
1.96151	2.25288
1.45947	2.01391
1.86682	2.13366
2.01623	2.12903
1.16399	1.70115
2.09791	2.23662
1.98464	1.69732
2.09224	2.06204
2.52307	2.03508
2.32888	1.92171
2.11508	1.9419
1.84229	2.3076
2.32171	1.9983
1.84673	1.49845
1.87444	1.84489
2.04151	2.19741
1.92229	2.17288
2.2645	1.9943
2.07171	1.73469
1.63485	2.25883
2.13135	1.93565
2.19693	1.77924
1.70953	2.3076
1.37056	1.82863
2.25883	2.09791
1.69732	2.32229
2.26115	2.19741
2.11341	2.17947
2.17224	1.95741
2.25288	2.25623
2.07662	1.9943
1.93924	1.9378
2.03249	2.19249
1.61357	1.81712
1.93565	1.73701
1.49845	2.03693
2.03249	1.69732
1.56903	1.90863
1.4619	1.84673
2.01623	2.08721
2.04011	2.35174
1.9983	2.21151
1.82904	1.85524
1.98112	1.92229
1.54959	1.62115
1.95693	2.4178
1.47885	2.0783
1.8107	1.93565
2.2081	2.21366
2.41947	2.26115
2.21701	2.03174
1.98696	1.90268
1.15855	1.8907
2.23662	1.9983
1.49869	1.69732
1.49845	1.89151
1.63485	2.2921
1.4619	2.21469
1.74505	2.00171
2.1819	1.54959
2.01883	1.87126
1.15855	2.29469
1.38826	2.61469
1.87174	1.9983
2.24171	2.11174
1.58297	2.08489
1.92154	1.90268
2.01288	2.25623
1.63485	1.82863
1.95741	1.98464
1.8907	1.73469
2.14863	2.29469
2.08721	2.34682
1.7583	2.26282
1.55352	1.73701
1.75662	2.1845
2.14268	2.19741
1.73469	1.86682
2.0783	2.08229
1.95741	2.17883
2.03249	1.90372
2.00154	2.09791
1.67263	2.3076
1.61357	2.09947
1.96151	1.97701
1.94682	1.60274
2.1845	1.66053
1.40399	2.02347
2.21869	2.37135
1.93224	2.20568
2.06204	2.12643
2.06204	2.14268
1.87126	2.09623
2.22771	2.10953
1.9419	2.16229
1.70953	2.12307
1.77288	1.81712
1.55352	1.64307
1.78132	1.89151
2.25288	1.73701
1.78132	2.28307
1.8107	1.90372
2.05869	1.87126
1.9419	2.06268
2.21469	1.92229
2.14268	2.03174
1.82863	2.07662
2.03174	2.14268
1.76171	1.93391
2.52307	2.03249
1.82545	2.1819
2.02347	1.88411
2.04011	2.04903
2.1819	1.96151
1.82904	1.95508
2.21469	1.89151
1.64307	2.17947
1.15855	2.48322
1.75662	1.93056
2.09947	2.06464
1.87444	2.19741
1.96151	2.15263
1.87485	2.21469
1.64307	2.01623
2.17883	2.01883
2.09791	2.11341
1.70953	2.06268
1.89151	1.95508
1.02112	1.90863
2.34682	1.92229
1.85524	2.16322
2.49791	2.14268
2.01288	1.84229
1.67263	2.14771
2.07662	1.92229
2.16322	2.24154
1.68229	1.90863
1.69924	2.12903
1.85391	2.01565
1.15855	2.16322
1.97151	1.98464
2.06631	1.85391
2.01565	2.23662
1.75662	2.01623
1.64307	2.14268
1.2098	2.27908
1.55352	2.01883
1.79126	1.84171
1.18297	1.95693
1.75662	2.0743
1.96151	1.52193
1.94849	1.90904
1.42928	2.06713
1.97869	1.98464
1.40411	2.15031
2.27908	1.93565
1.85391	2.2343
2.08721	2.21869
2.01623	2.17288
2.11341	2.12643
1.79612	1.71294
2.5307	2.15112
1.55352	1.79249
1.87444	2.07662
1.80307	1.97469
1.02112	2.19741
1.75662	2.14771
1.97151	2.37302
1.62115	2.08721
1.40411	2.06464
2.10953	1.90863
1.82545	2.10347
2.26282	2.04011
1.79126	1.85524
2.3445	1.87444
1.99112	2.19612
1.95508	2.3076
2.24229	2.29469
1.8578	2.29869
2.19352	1.90863
2.23327	2.24229
1.75662	1.90268
1.97701	1.88092
1.67263	2.19693
2.01623	2.25391
2.25791	2.20643
1.93224	2.1819
1.86682	1.55352
1.90372	1.9983
1.74297	2.1778
1.8578	1.9378
1.56943	1.93924
1.61357	1.98464
1.90604	1.93947
2.19741	2.04903
2.00489	1.77391
1.56903	1.60274
1.77357	2.16322
1.8383	2.15031
1.8107	2.17947
2.16229	2.19741
1.56903	2.03174
1.70115	2.20568
1.58297	2.13135
1.84489	1.98372
1.49366	2.06713
2.04011	1.89712
2.15263	1.98268
1.75662	2.03249
2.21366	2.19693
2.10132	2.07171
1.74112	2.2107
1.9983	1.9378
1.61357	2.01883
1.47885	2.19908
1.66337	2.09947
1.92229	2.37469
1.85056	2.06713
1.69288	2.07031
2.12643	2.32888
2.01883	1.9983
1.84489	2.41391
2.06268	2.35908
1.51615	1.8383
1.40936	1.75662
2.12092	1.76171
1.74112	2.01732
2.01623	2.01623
1.86682	2.17224
1.90372	1.89712
1.71086	2.17224
2.07171	1.9143
2.11341	2.03249
1.79249	2.16322
1.90372	2.53869
1.90268	2.14713
2.03174	2.21701
1.82545	2.12903
1.98268	2.04151
1.69288	2.09947
1.53947	1.82904
2.01623	2.14771
2.26115	2.04011
1.74337	1.8907
1.95693	2.2907
1.69924	1.98372
1.69288	1.84229
2.4178	2.02347
1.85056	2.19741
1.7583	1.95508
1.87126	1.84229
1.85524	2.10849
1.15855	2.29135
2.17732	2.17947
1.99662	2.02347
1.88943	2.10347
2.20643	1.89151
1.98464	2.09224
2.30372	2.17224
1.89151	2.08721
2.45701	2.17224
1.87294	1.9378
1.77391	1.8383
1.51956	2.08489
2.25288	2.14268
1.74505	1.8107
1.84229	2.1307
1.95508	2.2921
1.66053	2.02347
1.75662	2.27444
2.06268	1.95526
2.01623	2.27341
2.02347	2.25288
2.32489	2.17224
1.52193	2.01883
2.01623	2.2645
2.06545	2.16322
2.13469	2.11341
1.84229	2.17391
1.73469	1.90863
2.06928	2.39263
1.77288	2.2619
2.03249	2.34682
2.1819	2.4178
1.8907	1.95693
1.74505	2.1845
2.15031	2.32888
1.9983	1.90863
1.74297	2.19908
2.23662	2.37135
2.14771	2.27341
1.9983	1.9143
1.82631	1.90268
1.82545	2.01623
1.25972	2.1045
1.67263	2.10849
1.75963	1.6219
1.74297	2.06268
2.17288	1.73469
1.84489	2.32721
2.12643	2.19741
2.2605	2.43741
2.08673	2.0743
1.7019	1.67263
1.85131	1.9378
1.66696	2.2605
1.73469	1.87485
1.77391	2.20568
1.95693	1.98545
1.56943	2.1819
1.85131	2.27908
1.84229	1.74505
1.71034	1.73469
1.9983	2.2921
1.87174	1.63485
1.9943	2.06928
1.87126	2.01623
2.03249	1.74112
1.71526	1.86682
1.95508	2.03249
2.0783	2.22631
2.15031	2.1778
1.58268	2.09565
1.58268	2.28307
1.71612	2.06464
2.06863	2.12643
2.25288	1.85131
1.8107	2.14268
1.9983	1.69732
2.40721	1.56903
1.82545	1.90053
1.61357	1.84171
2.15031	2.09224
2.27741	2.06204
1.9419	2.41883
1.18297	1.80735
2.07662	2.11341
1.54132	2.05469
1.74112	1.93056
2.2605	2.03249
1.56903	2.2921
1.51662	1.71612
2.06268	2.01883
1.84229	2.09224
1.55352	1.63485
1.36154	1.82904
1.85524	2.41883
2.16322	2.27341
1.84171	2.09791
1.92154	2.04011
2.1845	2.16322
1.56943	1.73469
1.75662	2.21469
1.77288	1.98545
2.06204	2.01288
2.13135	2.15031
1.71526	2.08721
2.00154	2.32229
2.01924	1.87126
2.03693	1.77924
1.99112	2.35908
1.8107	2.32721
1.74112	2.51741
2.13469	2.04903
1.97869	2.40229
2.1307	2.27341
1.8107	2.12643
1.9983	1.74297
2.19741	2.1819
1.49366	1.89151
1.96151	2.14268
2.01623	1.98464
1.79126	2.1778
2.1819	2.24322
2.04011	2.11741
1.74505	1.84489
2.03174	1.56568
1.98464	2.27693
2.0743	1.53548
1.57135	1.95741
1.70953	1.92229
1.97869	1.71612
1.84171	1.75662
2.45701	2.02347
2.14297	2.04092
1.40411	2.11294
1.9983	2.06204
1.51933	2.26347
1.9983	2.09791
2.09947	2.4481
2.21469	2.16322
2.1778	1.98464
1.8578	2.06204
2.01883	1.92229
2.14713	1.90863
1.90604	2.28307
1.93947	2.21366
1.73469	2.19908
1.71034	1.94849
1.67263	2.18115
2.03249	1.8383
1.47885	1.87126
1.97469	2.1045
1.90604	2.06268
1.57545	1.82863
2.33716	1.67263
2.19612	2.02347
1.47885	2.21469
1.54959	2.1778
1.8107	2.12307
1.56903	2.03249
1.82904	2.31662
1.87444	2.22771
2.24489	2.26347
2.06928	2.11612
1.91031	2.09224
2.09791	1.75963
2.14268	2.17288
1.90372	1.77288
1.84229	2.10849
1.85391	2.26282
2.42682	1.82053
2.2081	2.02132
1.43963	2.06268
1.55352	2.19741
2.03174	1.95508
2.09791	2.22771
1.57545	1.59171
1.84673	1.8107
2.25288	2.44735
2.11341	1.71526
2.52307	1.85131
2.09224	2.09947
1.40568	1.73469
1.82545	1.84171
1.56943	2.01732
1.98505	1.98112
1.63485	1.98112
1.77716	1.59933
2.11612	1.8907
1.74297	2.20568
1.92229	2.22771
2.24229	1.82545
1.95693	2.01623
2.12643	1.51615
1.40411	2.28643
2.00274	2.04011
1.84154	1.95741
2.14268	1.85391
2.23662	2.15263
1.98372	2.3076
1.76171	2.36307
2.21869	2.00274
2.5045	2.00171
1.82545	1.76386
1.78132	2.1307
1.8107	1.9983
1.84489	2.03174
1.82863	2.32888
2.19908	2.17288
1.15855	2.09623
1.81712	1.9983
1.98268	2.17883
2.06928	2.16322
1.82904	1.81869
1.80307	2.15031
1.8107	1.87444
1.67263	2.11294
1.9983	1.87126
1.84229	1.94849
2.07031	1.90604
2.00274	2.19741
1.93524	2.30372
2.13135	2.1819
1.8107	1.90863
2.17288	2.16229
2.32229	1.95526
1.70953	2.14268
1.42928	1.75662
1.95741	2.00154
2.11341	1.96151
1.67263	1.92229
1.8107	2.06928
1.91327	1.9983
1.85056	2.15031
1.84229	1.63485
1.63485	1.90372
1.56943	2.22863
2.25288	2.06268
1.95741	2.2619
1.85131	1.29947
2.04011	1.94849
1.8107	1.80307
1.9983	2.27249
1.67263	1.58297
1.62115	2.09623
1.84229	1.8907
1.56568	1.8907
1.75662	1.7019
1.68229	2.0783
2.08386	2.17224
2.06928	2.04903
1.74337	1.98464
1.68229	1.93565
2.32888	2.06863
2.14297	1.9143
1.85131	2.07031
1.58297	1.99112
1.49845	2.0783
1.59171	1.90053
1.72735	2.40721
1.54959	2.08229
1.15855	2.4481
1.71526	1.90372
1.8881	2.00489
2.01623	2.11341
1.82863	2.13135
1.94682	2.24154
2.08721	2.17224
1.99112	1.92229
1.51615	2.11612
1.67263	2.48489
1.58268	1.63294
1.82863	2.17224
1.81701	2.00171
2.5045	2.13135
2.21151	1.82863
2.30372	2.06204
2.06545	2.02347
1.74112	1.97151
1.82863	1.82904
2.25883	1.85391
1.84171	1.74297
1.85056	2.4178
1.95526	2.06204
1.90268	2.36307
1.40411	1.9983
2.14771	2.17947
1.37056	2.13366
1.90372	1.97701
2.21469	1.96151
1.77391	2.26115
1.56903	2.14771
2.17288	2.04903
1.75963	2.03249
1.68229	1.91327
2.09565	2.00489
1.71526	2.00489
1.71526	2.23662
2.17732	1.9983
2.12092	2.40154
1.45947	2.28307
1.56903	2.29151
1.95693	1.67963
1.85131	1.59171
2.25623	1.93056
2.21151	2.02347
1.86682	1.8578
1.64307	2.16322
1.95693	2.19741
1.86132	2.27341
2.1819	2.12643
1.59933	2.33716
2.05469	2.03693
2.07171	2.1778
1.67263	2.28307
2.26282	2.41391
2.07662	2.12568
1.84229	1.81869
1.51662	2.03174
1.85131	2.16229
1.98696	2.17391
2.06928	1.61357
1.67263	2.36307
1.95508	2.08721
1.9419	1.76171
2.01732	2.3076
2.37302	2.24489
1.95508	1.9983
1.64307	2.08721
1.84229	1.96307
1.56903	2.06204
1.82053	1.79249
1.68154	2.30863
1.9419	2.21366
1.59963	1.82863
1.70953	2.01883
1.18297	2.09623
1.69732	2.18115
2.08721	2.2107
2.19741	2.29135
2.22696	1.69288
1.90372	1.89151
2.06631	1.8881
1.95693	1.69288
1.76171	2.19693
1.49869	1.79034
1.88903	2.32888
1.90372	1.95508
2.16229	2.17224
2.14863	1.85056
1.77391	1.8881
1.99112	1.98464
1.99112	2.03174
1.98464	2.08489
2.08721	2.00274
1.9419	1.98505
1.56903	1.86682
1.95693	2.01883
1.2098	2.04903
1.95249	2.09224
2.14771	2.1045
1.79034	2.3707
2.06204	2.48489
1.69732	1.88903
2.12643	2.06928
1.82631	1.95693
2.03294	2.01623
1.93565	2.14771
1.85131	2.09224
2.03294	2.00274
2.19741	2.12307
2.08721	2.03508
1.69288	2.1845
2.20568	1.92171
1.89151	2.2921
1.93924	2.28307
1.98696	2.3076
1.89151	1.96151
2.14771	2.17224
1.40568	2.32888
2.12643	1.8107
1.84154	2.31662
2.14297	1.98372
1.67963	2.06464
1.8107	2.14713
1.40936	2.11508
1.66053	2.06464
1.9983	1.90863
2.34682	2.19741
1.7583	2.03249
1.93947	2.02347
1.8107	2.16229
1.64307	1.51615
1.77391	2.14771
1.59933	2.34682
1.92229	1.71294
2.15031	1.93056
2.09224	2.2921
1.92171	1.98545
1.74337	1.75662
2.19249	2.1778
1.43963	2.05869
2.25623	1.84171
1.93565	2.06863
1.9419	2.21366
2.15263	2.13469
2.1819	1.79612
2.42682	2.01131
2.21869	1.70953
2.24322	2.17288
2.03249	2.04903
1.88411	1.77288
1.71034	1.75662
1.78132	2.2578
1.5143	1.87126
1.99963	1.79126
1.70953	2.10132
1.95508	1.66631
2.37302	1.7583
1.90268	1.70953
1.69288	1.79126
1.98696	1.98464
1.44386	2.03249
1.71526	2.10132
1.88307	2.05469
1.9419	2.11612
1.71526	2.12092
1.84171	2.04011
2.3419	1.95693
2.05469	2.08721
1.54959	1.8107
1.78132	1.90863
1.8107	2.16322
1.79126	2.01288
1.76171	2.3076
2.01623	2.45701
2.45701	2.37151
1.79352	1.77924
1.71885	2.19249
2.19741	2.14268
1.48914	2.06631
2.37302	1.56903
1.79034	1.93391
1.85391	2.19741
1.96903	2.57288
1.73469	1.92229
1.40568	2.01924
1.19748	2.11174
1.9983	1.84229
1.81712	1.53548
2.12643	1.93056
2.22771	2.06928
1.53548	1.98545
2.11341	1.82053
1.95741	2.32888
2.03249	2.2107
2.13135	1.98464
1.93565	2.19741
1.75662	2.17288
2.12411	2.01623
2.16322	2.3378
1.96903	2.37302
2.01623	2.17947
1.70953	1.82053
2.09548	1.71294
2.12643	1.97151
1.76171	2.00489
1.88943	1.90904
1.95741	1.84229
1.88092	1.9983
2.31031	2.13135
1.67263	2.12307
1.49869	1.90604
1.88943	2.37302
1.9943	1.77288
1.8578	2.04903
2.22771	1.71034
1.8578	1.90604
2.45469	2.35341
1.97869	2.18115
1.74112	1.8907
1.9419	2.3378
1.90268	1.93565
1.84229	2.01883
1.42928	2.17288
1.66631	1.9378
1.71034	2.25791
1.49845	2.23662
1.81712	1.85056
1.71294	2.47327
1.93224	1.61357
2.33716	1.80307
1.88092	2.09224
1.85056	2.15112
1.7583	2.28307
1.93391	1.89712
1.63294	2.1045
1.9419	1.98372
1.98545	1.90372
1.87126	2.17224
1.84229	2.2921
2.05469	2.27341
1.95249	2.17288
1.8881	2.01883
2.09131	2.03249
2.25791	2.15112
2.04011	2.14268
1.90268	2.39263
2.41947	2.06545
2.06545	2.11612
2.45469	2.2578
2.17288	2.12307
2.13469	1.93565
1.51662	2.02347
2.09791	1.96151
2.38771	2.35341
1.85391	2.08229
1.81701	2.16322
2.28411	1.9943
1.69732	2.02347
2.06631	2.4178
1.87444	1.95526
2.05469	1.85524
1.92154	2.34682
1.98464	2.31662
1.82545	1.93056
1.75662	2.14268
1.91327	1.91031
1.45947	2.06928
1.63485	1.93056
1.87444	2.40888
1.84673	1.96151
1.8107	1.56903
2.02347	1.92171
2.42282	1.74112
1.69732	2.3943
2.35741	2.08721
1.77288	2.2343
2.24229	1.90604
1.86682	1.76171
1.96151	2.23662
1.9143	2.14268
2.2605	1.85391
1.4619	1.95693
1.84171	2.21469
1.9983	2.14268
1.71526	1.79612
2.25288	2.19741
2.07031	2.05869
1.92193	2.34682
1.70953	1.78132
2.35249	2.30631
1.63485	2.03249
1.18297	1.95508
1.80092	2.03693
2.3445	2.12903
1.85524	2.06204
1.78132	2.42682
2.24322	1.8107
1.70953	2.10132
1.85391	2.21701
1.90604	1.85524
1.95508	2.47327
1.82863	1.84229
2.03174	1.98464
2.04903	1.71086
2.36307	2.07171
1.84489	1.84229
2.01883	2.17288
1.6219	1.90631
1.88903	1.75662
1.58297	2.15327
1.79612	2.17288
2.06713	2.01623
1.78132	1.79126
2.01732	1.85391
1.86682	2.03174
2.12903	1.95508
1.9943	2.09623
1.92229	2.21469
1.55352	1.86682
2.17288	1.70953
2.21701	1.81135
1.66053	1.85391
2.09565	2.2605
1.9419	1.74297
2.32489	1.77924
1.62115	2.06204
2.06268	2.0783
1.9983	2.12903
2.22863	1.90372
1.74112	1.90863
2.0743	1.9983
1.56903	2.17224
1.9943	2.06631
1.88411	2.12307
1.75662	1.8907
1.88092	1.91327
