H3K4	H3K36	H3NTerm	H4NTerm	H2A	H2B	H3	H4	H2AZ	Class
-0.835061984080358	0.488557267714286	-0.718358811080357	-0.904630927767857	0.357367308294643	0.120767300866071	0.257527193821429	0.166987757732143	-2.00856670339286	1
-1.72936893469643	-0.854908346571428	-1.43639835919643	-1.59493374010714	0.267474458196429	0.307385501946429	0.368543562857143	0.236582230535714	-1.24625168083929	2
-0.646949871883289	-0.210520445360743	-0.712875642564987	-0.730091894636605	0.0293356150503979	0.0752559646816977	0.131792603713528	0.0962841640212202	-0.668166834002653	3
0.140473155167426	0.0910558517255127	0.123764650832005	0.0774808220415717	0.0371904903063781	0.000959384551252826	-0.0198444503365603	-0.0121561831338269	-0.405820312769932	4
0.200944343150224	0.144809653730942	0.736588912753364	0.37997950393722	-0.955161650123319	-0.531572381650225	-0.42027373503139	-0.437545239614349	-0.695325555784754	5
-0.0284477569238143	-0.0871625946977798	-0.114221314077195	-0.0222631394823411	0.151347860370838	0.0713369191155398	0.0519843198587286	0.066280958221998	0.474828460335013	6
0.182979838448489	-0.193113414776142	0.164614470611929	0.277324294316808	0.00169541247482572	0.0640712904895432	-0.020923693274206	0.0158065575236251	1.02290949728195	7
